"관측지점별","항목","단위","2000.01 월","2000.02 월","2000.03 월","2000.04 월","2000.05 월","2000.06 월","2000.07 월","2000.08 월","2000.09 월","2000.10 월","2000.11 월","2000.12 월","2001.01 월","2001.02 월","2001.03 월","2001.04 월","2001.05 월","2001.06 월","2001.07 월","2001.08 월","2001.09 월","2001.10 월","2001.11 월","2001.12 월","2002.01 월","2002.02 월","2002.03 월","2002.04 월","2002.05 월","2002.06 월","2002.07 월","2002.08 월","2002.09 월","2002.10 월","2002.11 월","2002.12 월","2003.01 월","2003.02 월","2003.03 월","2003.04 월","2003.05 월","2003.06 월","2003.07 월","2003.08 월","2003.09 월","2003.10 월","2003.11 월","2003.12 월","2004.01 월","2004.02 월","2004.03 월","2004.04 월","2004.05 월","2004.06 월","2004.07 월","2004.08 월","2004.09 월","2004.10 월","2004.11 월","2004.12 월","2005.01 월","2005.02 월","2005.03 월","2005.04 월","2005.05 월","2005.06 월","2005.07 월","2005.08 월","2005.09 월","2005.10 월","2005.11 월","2005.12 월","2006.01 월","2006.02 월","2006.03 월","2006.04 월","2006.05 월","2006.06 월","2006.07 월","2006.08 월","2006.09 월","2006.10 월","2006.11 월","2006.12 월","2007.01 월","2007.02 월","2007.03 월","2007.04 월","2007.05 월","2007.06 월","2007.07 월","2007.08 월","2007.09 월","2007.10 월","2007.11 월","2007.12 월","2008.01 월","2008.02 월","2008.03 월","2008.04 월","2008.05 월","2008.06 월","2008.07 월","2008.08 월","2008.09 월","2008.10 월","2008.11 월","2008.12 월","2009.01 월","2009.02 월","2009.03 월","2009.04 월","2009.05 월","2009.06 월","2009.07 월","2009.08 월","2009.09 월","2009.10 월","2009.11 월","2009.12 월","2010.01 월","2010.02 월","2010.03 월","2010.04 월","2010.05 월","2010.06 월","2010.07 월","2010.08 월","2010.09 월","2010.10 월","2010.11 월","2010.12 월","2011.01 월","2011.02 월","2011.03 월","2011.04 월","2011.05 월","2011.06 월","2011.07 월","2011.08 월","2011.09 월","2011.10 월","2011.11 월","2011.12 월","2012.01 월","2012.02 월","2012.03 월","2012.04 월","2012.05 월","2012.06 월","2012.07 월","2012.08 월","2012.09 월","2012.10 월","2012.11 월","2012.12 월","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월",
"고흥","평균상대습도[%]","%","58","49","50","49","56","64","69","70","72","65","63","57","57","57","54","54","63","71","75","70","64","65","59","56","59","54","54","60","65","65","75","76","69","66","61","64","59","60","59","58","63","64","82","77","73","61","65","61","63","60","59","61","75","75","81","77","77","67","74","64","62","61","60","64","69","79","84","80","78","72","68","65","64","63","60","69","76","80","87","80","75","76","68","70","65","67","67","62","70","79","83","82","81","74","66","69","65","53","64","68","69","79","82","78","76","70","70","65","61","64","60","57","65","73","81","75","72","67","65","60","60","63","63","62","67","72","81","83","77","68","65","64","54","62","52","60","71","79","81","82","73","68","73","60","57","59","60","64","66","74","86","80","80","69","64","68","64","58","62","61","72","83","87","81","77","73","73","66","64","64","67","64","65","79","84","84","79","77","76","70","68","65","61","73","67","80","88","89","84","80","87","76","71","64","72","79","78","90","93","76","83","80","73","70","66","64","62","65","66","71","83","78","76","75","67","69","65","56","75","72","77","81","81","79","80","74","78","65","58","60","63","69","65","81","86","82","86","76","72","69","70","69","66","58","77","81","89","85","83","69","67","65","69","61","72","61","71","79","82","83","81","76","72","68","58","52","68","65","60","81","81","84","77","70","71","64",
"의령","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","88","83","67","67","64","52","66","50","60","69","75","85","91","85","83","86","70","65","62","65","61","66","79","82","87","87","75","70","70","67","61","58","61","67","75","87","89","90","88","82","73","66","69","66","63","62","75","81","87","87","84","82","71","73","66","58","71","65","81","88","87","87","81","83","72","63","55","64","74","72","82","87","81","90","88","79","75","65","61","61","64","66","74","86","79","77","77","70","65","61","48","70","66","71","73","76","78","81","77","77","63","58","59","60","63","60","72","79","78","84","78","73","68","70","64","59","53","69","70","85","82","81","71","67","62","61","53","58","52","67","74","80","80","82","79","71","63","48","37","54","56","54","72","77","86","80","73","70","61",
"함양","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","88","84","75","58","59","46","59","50","58","69","75","86","86","80","77","80","65","66","62","65","65","68","78","85","87","86","77","68","71","68","60","60","66","71","82","82","83","87","83","76","72","66","70","69","67","66","79","80","88","85","83","79","71","70","68","61","74","68","80","82","80","79","79","87","79","65","61","59","66","70","81","85","79","88","84","73","70","67","61","65","67","66","70","79","79","79","78","65","58","67","57","74","69","77","75","85","87","88","82","82","68","63","65","65","68","64","81","89","89","93","82","70","64","67","63","57","51","68","73","85","84","82","70","66","60","65","53","61","50","66","74","80","82","81","71","65","52","49","40","54","60","53","74","83","91","77","67","65","62",
"광양","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","57","69","80","85","81","66","59","65","50","50","52","57","59","61","76","91","86","79","59","57","60","55","52","58","61","69","83","85","82","77","69","69","63","57","61","66","61","65","81","87","86","79","73","71","66","64","63","58","74","66","78","83","77","73","65","78","71","65","59","66","73","70","83","90","78","86","81","70","67","61","58","59","65","66","74","89","81","74","73","61","57","58","49","71","69","75","76","79","80","67","59","57","49","42","45","48","56","49","72","77","71","75","61","56","52","57","53","52","44","66","70","83","79","69","54","56","51","57","51","61","52","65","74","80","81","79","67","63","56","44","44","60","59","53","77","79","82","70","62","60","56",
"진도","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","91","92","81","79","77","76","75","73","68","80","75","88","92","89","83","74","79","75","76","73","76","81","81","89","89","81","84","78","75","74","70","70","68","70","72","78","85","80","79","77","71","72","73","65","80","74","79","81","80","79","79","71","75","69","65","67","69","72","66","80","85","80","82","75","70","71","72","76","69","65","81","84","90","85","85","71","71","73","77","71","77","67","75","81","83","86","83","77","77","73","69","65","73","71","71","84","84","85","82","72","76","72",
"봉화","평균상대습도[%]","%","69","54","55","57","68","72","78","79","77","78","76","69","68","70","63","59","63","64","66","63","63","67","61","57","60","53","53","52","60","60","67","70","68","65","55","62","58","64","63","60","60","65","69","70","70","64","66","58","59","55","52","45","63","62","74","71","70","63","64","70","60","57","63","58","67","76","84","82","81","80","71","58","66","65","57","63","69","75","87","79","76","76","74","71","63","64","66","60","66","71","81","84","82","77","69","68","68","54","68","62","62","74","80","80","79","77","72","68","62","66","61","62","64","72","81","79","78","73","70","63","64","68","67","58","66","69","81","84","82","80","66","62","54","68","54","61","68","74","86","85","79","79","75","62","61","57","63","61","66","74","83","84","83","79","70","68","66","58","59","62","69","80","88","83","84","76","69","68","61","63","61","57","60","75","77","85","82","78","75","58","66","61","51","66","60","70","81","82","75","71","79","71","55","54","59","61","56","61","79","77","83","81","74","69","59","54","57","59","58","65","83","83","78","78","63","56","54","45","61","57","71","69","76","77","79","75","75","61","54","56","60","59","56","72","81","81","81","77","75","69","72","67","63","58","73","75","87","89","83","76","69","63","63","59","67","61","76","81","83","87","84","84","74","65","60","52","67","61","60","75","84","88","79","81","77","66",
"영주","평균상대습도[%]","%","64","45","44","48","61","69","72","70","74","71","66","60","60","60","51","45","56","70","80","76","75","79","65","59","66","57","56","57","66","68","81","84","75","67","55","64","61","65","64","62","65","72","80","81","78","65","70","58","59","55","51","47","64","66","78","77","75","65","63","59","50","49","51","48","57","73","78","76","74","69","62","58","64","61","53","57","62","66","81","72","75","73","68","66","58","61","65","54","63","70","83","83","83","72","62","64","65","50","63","58","60","73","80","78","77","72","68","63","57","59","55","55","61","68","77","75","75","68","66","60","62","66","66","55","62","65","77","81","80","75","60","59","49","60","46","52","62","67","80","81","73","69","68","55","54","49","56","54","59","66","75","77","75","69","62","63","62","51","50","55","60","71","80","77","78","71","64","63","54","60","56","52","53","70","73","81","78","76","68","57","60","57","45","62","53","66","79","79","75","67","80","70","53","51","52","60","57","69","83","72","80","75","65","64","56","52","51","50","53","59","80","78","74","73","59","53","52","40","58","54","66","63","72","74","74","69","68","55","49","52","56","56","51","68","77","75","78","72","67","65","67","65","57","50","69","72","87","89","81","70","65","57","59","55","65","57","73","79","83","86","86","82","71","62","55","49","63","56","54","75","84","88","81","78","71","62",
"문경","평균상대습도[%]","%","61","46","46","48","60","71","81","86","81","71","64","57","59","61","53","51","61","75","90","87","84","86","67","61","72","61","61","63","74","78","93","96","92","81","63","71","65","71","68","69","77","84","94","93","90","73","73","56","57","54","50","48","67","68","82","81","82","70","69","61","52","51","51","51","60","74","81","83","82","76","60","50","58","57","49","57","65","73","88","78","77","73","66","65","57","58","62","52","62","70","82","83","85","76","64","67","59","43","57","54","57","72","80","77","78","73","65","59","53","55","51","49","57","67","80","77","75","69","64","56","58","61","62","52","60","64","79","83","79","72","55","55","44","53","41","48","60","67","80","81","72","67","66","49","50","46","53","50","55","65","71","73","74","66","56","56","56","45","44","51","58","71","79","77","77","70","63","58","48","54","51","47","50","67","72","80","76","72","63","51","55","51","37","59","47","60","74","73","68","60","73","61","48","46","46","53","51","63","76","66","80","75","61","57","49","46","44","44","47","53","80","76","70","70","51","47","46","35","54","49","62","58","70","67","71","64","60","46","38","43","53","55","52","69","78","80","85","78","68","64","64","64","55","47","70","73","88","89","83","69","63","56","58","52","64","54","71","79","85","88","87","81","69","60","51","48","62","54","53","77","83","87","81","76","68","58",
"청송","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","82","64","63","53","71","52","60","67","72","82","85","82","80","78","63","62","57","65","61","68","74","79","79","78","70","60","57","55","48","60","62","68","80","88","83","82","78","66","61","52","67","60","58","56","69","68","79","78","74","69","55","63","59","50","63","55","67","78","81","83","74","84","70","54","52","56","63","62","69","80","74","83","83","73","69","60","55","61","60","59","63","81","79","79","80","62","53","55","46","66","59","70","70","77","76","82","79","77","64","56","59","62","66","67","81","88","88","91","88","83","75","81","73","69","64","78","79","92","91","89","82","74","57","57","50","61","55","70","72","72","87","83","77","71","61","53","46","62","58","53","66","73","77","78","82","70","59",
"영덕","평균상대습도[%]","%","58","41","45","53","65","70","70","77","75","69","61","48","53","52","51","51","57","71","73","74","71","70","53","46","57","45","55","58","71","67","77","79","76","64","50","60","51","64","64","66","75","73","81","81","72","59","66","47","47","45","51","51","67","70","80","80","80","67","60","52","46","47","55","53","66","72","78","77","83","69","52","39","55","53","51","61","70","73","86","78","77","71","61","53","48","58","60","57","63","76","82","78","82","73","55","54","56","38","63","63","63","75","74","80","80","68","56","48","43","57","55","52","62","66","81","78","76","61","60","47","45","60","64","57","63","70","76","79","77","69","45","44","36","60","43","56","68","70","81","84","78","67","66","47","50","45","59","57","67","79","80","84","78","62","50","48","48","48","50","53","63","80","74","68","75","70","52","49","41","66","56","59","51","78","72","86","80","69","61","42","52","52","46","65","51","71","74","75","79","62","74","57","42","47","54","61","57","72","81","76","85","79","63","53","47","43","53","53","53","68","76","84","74","75","45","40","39","39","57","54","73","69","78","80","79","70","64","48","39","50","54","59","54","76","80","79","81","74","68","53","61","59","61","55","71","72","90","83","83","67","56","44","50","50","65","65","70","82","85","87","85","79","60","52","47","44","63","59","54","75","84","82","82","74","62","48",
"의성","평균상대습도[%]","%","60","45","48","49","57","64","72","75","73","70","68","59","60","59","49","47","52","60","68","64","65","70","64","61","61","55","53","52","60","57","68","72","69","70","69","77","72","75","71","69","70","73","78","76","75","67","73","64","64","57","56","54","67","65","75","73","73","69","70","67","59","56","57","53","57","73","76","76","76","76","72","66","68","64","56","59","61","58","79","72","79","77","76","73","66","65","64","58","65","69","80","80","82","78","69","73","70","53","63","61","61","73","77","77","78","76","74","69","64","66","57","53","62","65","78","76","75","72","70","65","65","67","66","58","63","65","76","78","78","77","65","64","55","65","50","55","64","68","78","81","74","73","74","63","61","55","61","57","62","67","76","76","79","74","68","70","68","59","55","59","64","73","79","77","79","78","71","68","58","64","61","58","58","69","71","83","80","79","75","63","70","62","51","68","57","67","75","78","74","70","82","74","61","55","58","67","64","73","82","72","86","86","72","69","58","52","54","57","55","56","80","81","77","79","63","53","55","44","62","55","68","65","73","70","78","74","73","61","55","54","56","57","54","65","76","75","79","76","70","64","69","68","62","55","70","71","86","84","82","74","70","64","65","59","69","59","75","77","80","86","85","83","77","67","58","50","65","59","56","72","79","85","80","78","73","68",
"구미","평균상대습도[%]","%","63","47","47","47","55","65","73","77","75","68","67","59","63","59","46","45","53","62","71","66","66","70","60","56","60","53","48","50","58","51","59","73","66","66","55","59","51","60","57","66","67","70","78","80","74","59","70","58","58","52","46","43","56","57","67","68","69","63","65","62","55","54","53","51","55","67","76","79","80","73","61","54","58","56","47","57","64","66","83","73","74","72","66","67","58","59","57","49","57","65","76","77","80","73","62","69","62","44","55","57","57","71","76","74","76","70","68","62","56","59","51","47","53","61","74","70","69","64","64","57","57","61","61","52","56","59","72","76","76","72","53","55","43","52","37","43","56","64","75","80","73","69","72","55","56","53","56","53","59","67","75","76","77","69","62","65","62","52","48","54","60","69","76","75","76","73","66","63","53","60","58","53","52","66","72","80","75","75","70","59","62","57","48","64","51","63","79","84","79","71","86","74","60","56","56","64","63","74","87","77","91","87","72","69","61","54","55","57","56","62","88","87","81","83","65","56","56","43","68","62","72","70","82","79","86","80","77","63","55","56","56","61","55","74","87","85","90","84","75","68","70","66","59","48","71","76","91","87","77","64","60","55","56","51","60","48","65","68","76","81","80","75","67","58","47","41","55","51","47","68","72","78","73","68","63","54",
"영천","평균상대습도[%]","%","63","46","50","50","55","64","69","72","70","69","66","60","62","58","48","49","58","65","68","69","69","71","63","58","61","55","53","54","64","60","71","73","72","68","56","65","61","67","66","63","68","68","76","75","73","63","70","57","58","53","53","50","63","64","70","70","73","65","67","61","49","53","55","51","58","64","71","71","72","67","60","53","61","58","52","58","64","71","84","76","79","76","70","66","60","65","62","55","63","72","82","80","84","77","64","65","63","44","62","61","61","74","75","76","76","69","65","60","54","61","52","51","58","64","77","74","74","65","63","55","54","61","64","58","62","64","75","75","77","72","56","58","43","64","44","55","65","67","75","78","70","69","69","53","53","50","57","54","62","68","73","75","75","69","59","60","58","51","52","54","61","73","71","73","75","72","61","59","49","66","59","58","55","71","73","82","78","74","69","53","59","55","50","66","54","68","74","75","77","67","78","66","53","52","59","64","57","71","76","70","84","80","66","61","52","49","55","54","53","57","71","74","70","71","53","45","47","40","59","53","64","64","69","72","76","69","68","54","45","50","50","53","49","66","73","73","77","72","67","59","63","61","60","53","67","69","86","80","80","69","64","55","57","53","67","58","69","75","81","85","83","80","71","60","50","46","61","57","53","72","80","80","79","71","67","56",
"경주","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","78","61","56","41","71","46","60","69","72","80","84","79","73","72","50","52","51","61","56","66","73","76","79","78","69","57","56","53","49","54","55","64","77","73","75","79","75","59","55","46","73","60","57","53","71","73","84","78","76","70","53","60","58","54","70","61","73","78","78","80","72","78","66","53","48","61","66","61","74","79","73","87","82","70","61","55","50","59","60","60","67","76","81","80","79","60","50","52","47","68","61","72","74","81","82","85","76","74","59","49","57","59","63","60","76","82","83","85","79","72","61","66","63","61","56","68","71","88","81","83","69","61","50","55","51","67","60","68","74","81","85","84","79","69","57","48","43","61","59","53","74","81","79","81","74","66","51",
"거창","평균상대습도[%]","%","60","46","47","47","57","70","76","79","76","70","68","58","60","56","48","49","62","71","77","75","72","74","64","64","66","60","57","61","69","68","79","83","81","75","65","73","68","72","68","67","75","78","88","84","82","70","76","61","59","56","53","54","71","72","80","81","82","71","73","64","58","57","56","55","63","71","81","81","80","75","63","57","61","58","50","62","70","71","85","78","77","74","68","69","63","60","59","55","61","69","80","80","83","76","65","69","64","50","57","59","62","76","77","80","76","68","67","60","55","59","54","52","60","69","83","79","76","71","68","62","60","67","65","62","64","69","83","85","83","77","62","63","54","63","50","58","70","74","82","85","76","74","76","61","62","56","61","60","66","76","81","80","77","73","65","69","66","57","52","58","64","76","79","80","80","74","65","60","52","57","58","55","56","71","77","83","79","76","72","57","60","56","49","66","57","73","83","87","81","78","88","77","64","59","60","65","64","76","83","78","87","84","72","69","61","55","57","59","62","66","84","81","80","80","64","60","61","47","69","65","71","73","80","80","83","77","75","63","58","58","58","65","59","76","83","82","86","81","72","66","70","65","59","52","70","76","88","85","84","71","68","63","65","55","66","57","71","78","82","85","84","79","72","64","54","48","61","59","55","74","80","83","80","75","71","63",
"합천","평균상대습도[%]","%","60","45","47","47","56","68","74","77","74","71","69","61","63","59","53","57","69","66","73","71","67","70","61","59","61","57","53","55","62","59","73","82","77","75","64","71","66","70","66","61","68","70","80","79","79","68","76","63","63","57","56","59","69","70","78","78","76","68","71","67","59","59","55","55","58","69","77","77","73","71","65","59","62","59","52","61","66","68","80","74","80","77","71","71","64","64","61","58","61","70","78","79","84","78","69","71","66","52","58","60","63","75","77","76","76","69","71","66","59","63","55","52","60","66","78","74","71","67","66","63","60","66","62","60","61","65","77","79","77","73","63","62","54","62","46","54","64","67","77","79","70","71","73","60","57","54","57","56","61","69","74","75","76","69","63","66","63","55","50","53","60","70","75","75","76","74","66","61","55","58","58","55","55","67","76","80","75","73","71","57","61","57","51","65","57","67","73","74","75","69","78","70","61","53","57","60","59","68","76","69","81","79","69","65","55","49","52","54","53","56","77","76","74","76","61","52","55","43","63","59","65","65","71","73","82","76","76","59","54","54","55","57","53","67","73","71","80","75","70","69","74","67","62","54","71","74","89","86","85","75","71","65","66","58","69","58","70","77","83","86","86","81","72","62","52","44","59","58","51","71","76","82","76","72","70","61",
"밀양","평균상대습도[%]","%","58","40","46","49","60","64","75","77","71","70","66","58","57","50","45","50","59","67","74","70","67","71","63","56","58","51","55","58","65","61","76","75","70","69","57","61","56","61","59","61","64","67","74","72","69","59","65","57","53","49","51","55","68","65","73","73","73","63","68","59","52","49","53","56","58","66","74","72","71","70","61","49","54","53","51","59","64","67","79","71","70","69","61","61","53","57","55","52","58","65","74","73","76","70","61","63","61","46","59","60","63","70","75","70","69","66","64","60","54","58","51","51","58","65","78","72","69","65","63","56","52","61","61","59","63","63","77","77","73","69","60","56","42","61","43","56","66","70","76","79","69","69","70","54","51","48","56","57","61","67","75","73","74","66","60","58","56","51","52","54","61","69","73","71","69","66","63","58","51","56","56","54","54","65","72","77","73","71","69","57","58","54","51","64","59","66","75","79","77","73","81","71","60","54","61","65","60","73","78","73","82","79","69","64","56","49","56","61","59","61","74","72","70","69","56","49","52","42","64","60","68","67","74","76","79","74","74","57","49","53","55","59","55","69","76","79","80","72","68","61","63","58","54","51","64","67","83","78","75","66","62","55","55","53","62","53","64","70","75","76","74","72","67","58","46","38","57","55","48","67","71","74","69","64","62","51",
"산청","평균상대습도[%]","%","53","39","43","43","52","61","66","69","64","60","66","58","62","56","49","49","59","66","73","71","69","70","60","56","58","53","51","54","64","62","74","76","71","67","57","62","57","62","60","59","66","68","74","73","70","61","68","52","55","52","50","53","64","66","73","71","74","64","65","62","55","57","53","56","63","72","80","81","79","72","62","53","57","55","50","62","69","72","84","77","77","74","64","63","58","58","57","52","59","69","77","80","83","75","61","63","59","45","53","59","62","76","79","75","74","65","64","57","51","57","52","51","58","68","80","78","74","68","63","56","53","61","61","59","62","69","80","83","80","74","58","57","43","55","42","53","64","71","80","83","73","69","71","50","52","48","54","55","61","71","79","79","77","68","57","60","55","47","48","52","59","72","80","79","78","74","60","54","47","55","54","53","54","71","79","84","77","74","66","50","51","50","48","65","56","71","78","78","75","64","73","61","48","44","52","61","59","72","77","70","82","77","64","59","51","48","55","58","60","66","82","78","78","79","61","55","56","46","67","64","71","71","79","80","82","73","74","58","51","53","56","62","56","77","82","81","86","78","69","64","67","62","58","52","70","76","89","86","85","71","66","58","62","55","65","55","70","78","83","85","86","79","72","62","50","46","61","61","57","77","80","85","81","73","70","59",
"거제","평균상대습도[%]","%","55","42","49","54","61","68","74","74","69","64","61","54","55","52","49","54","63","70","75","71","67","67","57","49","54","49","54","58","65","64","76","75","67","62","53","57","51","58","60","62","66","69","78","75","70","57","66","49","48","46","50","55","66","64","74","70","68","58","59","52","45","49","48","51","61","73","81","80","79","73","64","53","61","58","61","69","76","79","88","78","76","74","64","65","59","64","67","61","67","77","81","80","81","74","61","63","59","44","62","64","67","75","77","68","68","65","62","57","51","63","55","55","62","71","80","72","70","63","62","52","49","60","62","60","66","67","78","75","70","68","60","55","42","64","48","62","72","80","79","81","71","68","70","51","51","53","59","61","64","73","79","74","72","64","56","58","53","51","56","56","62","73","77","70","69","65","59","52","48","59","60","55","56","70","75","76","70","67","64","50","55","53","52","63","57","71","73","72","69","62","71","59","50","46","57","60","73","87","92","82","90","84","73","63","56","52","59","68","65","75","91","85","80","77","63","50","52","45","73","73","79","82","85","87","87","75","72","58","48","56","61","66","62","80","88","87","89","78","71","63","65","63","62","58","74","76","88","84","79","67","64","57","59","58","69","61","69","77","82","82","81","74","67","59","51","45","65","64","58","81","81","81","77","69","68","54",
"남해","평균상대습도[%]","%","54","43","47","48","56","63","70","72","68","58","54","48","52","50","46","51","60","60","70","63","59","52","46","44","49","43","44","55","62","61","71","70","61","52","49","53","49","51","51","55","62","56","75","76","76","66","77","64","64","59","60","62","73","73","81","78","79","69","72","60","56","58","55","59","64","75","82","78","78","69","61","54","58","58","54","65","72","75","84","76","73","70","61","61","57","60","60","55","61","72","78","79","81","70","57","62","59","46","59","62","65","77","79","75","74","63","63","57","53","61","54","52","60","71","80","76","73","61","63","55","53","61","62","61","66","70","82","83","78","69","57","55","44","60","45","56","69","79","82","83","72","65","69","52","51","52","56","59","61","71","80","77","76","62","57","60","56","51","52","53","62","75","79","78","75","68","60","54","49","57","60","57","59","75","80","83","79","73","69","57","59","55","55","67","60","74","78","76","73","63","74","62","55","49","58","62","59","78","83","74","84","79","69","64","59","54","58","61","61","70","83","78","74","75","62","56","56","47","71","67","72","75","79","76","79","68","69","59","53","55","57","64","56","76","81","77","83","72","66","63","64","62","60","52","73","77","89","84","81","66","64","59","63","57","69","59","67","77","82","82","82","74","67","60","51","46","64","63","56","80","81","81","76","68","65","58",
