STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수
201705,경상남도,133134,8299,20217
201706,경상남도,102400,7451,15647
201707,경상남도,94776,8909,13774
201708,경상남도,109501,8136,13682
201709,경상남도,190251,7381,19446
201710,경상남도,154437,6503,18454
201711,경상남도,200878,7496,22807
201712,경상남도,241351,6569,24701
201801,경상남도,213617,6836,24930
201802,경상남도,137122,6897,16816
201803,경상남도,173415,7259,20594
201804,경상남도,180511,7584,23518
201805,경상남도,133046,7997,20608
201806,경상남도,103504,7935,15322
201807,경상남도,94013,8740,12722
201808,경상남도,95243,8054,13105
201809,경상남도,187930,6640,19276
201810,경상남도,191760,7248,23461
201811,경상남도,184450,6529,24676
201812,경상남도,221031,6291,25183
201901,경상남도,144747,7524,17826
201902,경상남도,131388,6992,15091
201903,경상남도,176937,7319,19431
201904,경상남도,181825,7684,22087
201905,경상남도,140116,8714,20522
201906,경상남도,94358,7455,14029
201907,경상남도,99141,9036,13219
201908,경상남도,99403,8871,12537
201909,경상남도,175951,7478,17582
201910,경상남도,185265,7657,20074
201911,경상남도,185393,7178,20381
201912,경상남도,208903,7107,21280
202001,경상남도,187697,7325,19179
202002,경상남도,114090,6684,13664
202003,경상남도,66916,7533,9306
202004,경상남도,63022,8571,7959
202005,경상남도,85115,9271,8481
202006,경상남도,80515,9295,8137
202007,경상남도,66974,8176,7288
202008,경상남도,63537,10040,6638
202009,경상남도,112232,8541,8844
202010,경상남도,122007,8424,10136
202011,경상남도,111724,7409,9641
202012,경상남도,69056,7802,7654
202101,경상남도,52758,7057,6058
202102,경상남도,65869,7253,6544
202103,경상남도,112568,7885,9356
202104,경상남도,105280,7980,9155
202105,경상남도,72304,7340,7860
202106,경상남도,68766,8511,7369
202107,경상남도,60192,8691,5779
202108,경상남도,55664,8394,5555
202109,경상남도,118285,7919,9041
202110,경상남도,130868,8156,12104
202111,경상남도,133041,7299,10491
202112,경상남도,95404,7231,10645
202201,경상남도,106446,7569,11180
202202,경상남도,126134,6937,8592
202203,경상남도,183979,6567,11852
202204,경상남도,129045,8486,12355
202205,경상남도,83409,8696,9567
202206,경상남도,69793,7408,8684
202207,경상남도,93937,8305,8558
202208,경상남도,108328,8306,8727
202209,경상남도,135927,7578,12709
202210,경상남도,139660,7262,13831
202211,경상남도,154846,6545,12240
202212,경상남도,172837,6625,12876
200601,제주특별자치도,18213,2127,4480
200602,제주특별자치도,18934,2538,3881
200603,제주특별자치도,19821,2638,4704
200604,제주특별자치도,16863,2407,5767
200605,제주특별자치도,17025,2585,5319
200606,제주특별자치도,10777,2506,3156
200607,제주특별자치도,8452,3312,2471
200608,제주특별자치도,9878,2833,3091
200609,제주특별자치도,20891,2074,4927
200610,제주특별자치도,16306,1968,4894
200611,제주특별자치도,19457,2377,5312
200612,제주특별자치도,19299,2211,5353
200701,제주특별자치도,20498,2681,4528
200702,제주특별자치도,21663,2571,3694
200703,제주특별자치도,20707,2704,4213
200704,제주특별자치도,16181,2700,3811
200705,제주특별자치도,15114,2909,3995
200706,제주특별자치도,12427,2522,3683
200707,제주특별자치도,11109,3172,2490
200708,제주특별자치도,9478,2977,2219
200709,제주특별자치도,18456,2074,3649
200710,제주특별자치도,25455,2729,4949
200711,제주특별자치도,23371,2218,4624
200712,제주특별자치도,21396,1964,4382
200801,제주특별자치도,21240,2609,3515
200802,제주특별자치도,28211,2972,4052
200803,제주특별자치도,29319,2557,4664
200804,제주특별자치도,21426,2774,4391
200805,제주특별자치도,20074,3041,4266
200806,제주특별자치도,14634,2680,3102
200807,제주특별자치도,10826,3553,2225
200808,제주특별자치도,12317,2447,2308
200809,제주특별자치도,21058,2374,3177
200810,제주특별자치도,24513,2458,4311
200811,제주특별자치도,23239,2365,4459
200812,제주특별자치도,25310,2346,4284
200901,제주특별자치도,27603,2585,4119
200902,제주특별자치도,22172,2644,3096
200903,제주특별자치도,27298,3146,4568
200904,제주특별자치도,24173,2962,4842
200905,제주특별자치도,19213,2775,3468
200906,제주특별자치도,14349,2669,2676
200907,제주특별자치도,13059,3001,2345
200908,제주특별자치도,19604,2561,3242
200909,제주특별자치도,30081,2135,3936
200910,제주특별자치도,37046,2391,5131
200911,제주특별자치도,26718,2051,4103
200912,제주특별자치도,30096,2408,4803
201001,제주특별자치도,27470,2259,4035
201002,제주특별자치도,23269,2375,3488
201003,제주특별자치도,28351,2876,4599
201004,제주특별자치도,29120,2644,4803
201005,제주특별자치도,20145,2607,3809
201006,제주특별자치도,16247,2727,3599
201007,제주특별자치도,14784,3295,3079
201008,제주특별자치도,15167,2706,3285
201009,제주특별자치도,28408,2252,4814
201010,제주특별자치도,29113,1907,5315
201011,제주특별자치도,28278,2288,5123
201012,제주특별자치도,27467,2097,4864
201101,제주특별자치도,27475,2366,4503
201102,제주특별자치도,23024,2288,3368
201103,제주특별자치도,33439,3332,4575
201104,제주특별자치도,23615,2495,4792
201105,제주특별자치도,19543,2728,4435
201106,제주특별자치도,16198,2670,3137
201107,제주특별자치도,12282,2988,2378
201108,제주특별자치도,16793,2437,2793
201109,제주특별자치도,29277,2442,4367
201110,제주특별자치도,28054,2020,4723
201111,제주특별자치도,25912,2136,4873
201112,제주특별자치도,34521,2358,5521
201201,제주특별자치도,27906,2138,4463
201202,제주특별자치도,34530,2127,5978
201203,제주특별자치도,37981,2530,5504
201204,제주특별자치도,27621,2215,5215
201205,제주특별자치도,23461,2775,5115
201206,제주특별자치도,17038,2293,3300
201207,제주특별자치도,15209,2933,2740
201208,제주특별자치도,17674,2543,3307
201209,제주특별자치도,31447,1834,4530
201210,제주특별자치도,32408,1929,4874
201211,제주특별자치도,29038,1939,4890
201212,제주특별자치도,29665,1791,4341
201301,제주특별자치도,29510,2255,3988
201302,제주특별자치도,32805,2073,4203
201303,제주특별자치도,33147,2257,5033
201304,제주특별자치도,28704,2316,4670
201305,제주특별자치도,22553,2547,3948
201306,제주특별자치도,16127,2449,2713
201307,제주특별자치도,15044,3114,2306
201308,제주특별자치도,19139,2416,2653
201309,제주특별자치도,28370,1758,3451
201310,제주특별자치도,34179,1818,4943
201311,제주특별자치도,32674,1840,4385
201312,제주특별자치도,28513,1743,3707
201401,제주특별자치도,35953,1956,4234
201402,제주특별자치도,36169,1833,4462
201403,제주특별자치도,31432,2170,4441
201404,제주특별자치도,28415,2201,4776
201405,제주특별자치도,25552,2483,4469
201406,제주특별자치도,18270,2048,3525
201407,제주특별자치도,19622,2681,3227
201408,제주특별자치도,21444,2291,3430
201409,제주특별자치도,31124,1953,4564
201410,제주특별자치도,31276,1721,4930
201411,제주특별자치도,35645,1677,5222
201412,제주특별자치도,34499,1765,5347
201501,제주특별자치도,28375,1900,4271
201502,제주특별자치도,31409,1845,3978
201503,제주특별자치도,40491,2197,5280
201504,제주특별자치도,32276,1988,5106
201505,제주특별자치도,24819,2314,4002
201506,제주특별자치도,18375,2027,2906
201507,제주특별자치도,15722,2650,2316
201508,제주특별자치도,20447,2191,2865
201509,제주특별자치도,33066,1664,4109
201510,제주특별자치도,32461,1801,4296
201511,제주특별자치도,29582,1616,4264
201512,제주특별자치도,35985,1855,5157
201601,제주특별자치도,31540,1912,4142
201602,제주특별자치도,33090,1971,4553
201603,제주특별자치도,37912,2034,5099
201604,제주특별자치도,25528,1953,4199
201605,제주특별자치도,25880,2399,4221
201606,제주특별자치도,20460,2480,3442
201607,제주특별자치도,19033,2726,2689
201608,제주특별자치도,21694,2460,3021
201609,제주특별자치도,29615,1978,3559
201610,제주특별자치도,34133,1986,4319
201611,제주특별자치도,34530,1964,4713
201612,제주특별자치도,38938,1927,5306
201701,제주특별자치도,28201,1911,3920
201702,제주특별자치도,24750,1975,3334
201703,제주특별자치도,38788,2218,4115
201704,제주특별자치도,30409,2013,4001
201705,제주특별자치도,27895,2534,3836
201706,제주특별자치도,20719,2374,2892
201707,제주특별자치도,18516,2769,2290
201708,제주특별자치도,22864,2347,2679
201709,제주특별자치도,32595,1990,3496
201710,제주특별자치도,32406,1823,3641
201711,제주특별자치도,40900,1912,4588
201712,제주특별자치도,43705,1723,5049
201801,제주특별자치도,41392,1945,5251
201802,제주특별자치도,27206,1983,3402
201803,제주특별자치도,40587,2162,4660
201804,제주특별자치도,32264,2191,4449
201805,제주특별자치도,27717,2215,4135
201806,제주특별자치도,21703,2310,3102
201807,제주특별자치도,19197,2688,2570
201808,제주특별자치도,20430,2328,2588
201809,제주특별자치도,33667,1922,3482
201810,제주특별자치도,39395,1998,4452
201811,제주특별자치도,36337,1830,4523
201812,제주특별자치도,40588,1606,4941
201901,제주특별자치도,31032,1985,3920
201902,제주특별자치도,29045,1902,3308
201903,제주특별자치도,39167,2070,4277
201904,제주특별자치도,33833,2111,4555
201905,제주특별자치도,30898,2519,4014
201906,제주특별자치도,20469,1978,2990
201907,제주특별자치도,21800,2507,2910
201908,제주특별자치도,22184,2449,2805
201909,제주특별자치도,31351,1988,3452
201910,제주특별자치도,38508,1984,4326
201911,제주특별자치도,35544,1792,4240
201912,제주특별자치도,39196,1748,4365
202001,제주특별자치도,35770,1909,4045
202002,제주특별자치도,24201,1912,2555
202003,제주특별자치도,14479,2169,1859
202004,제주특별자치도,18210,2212,1957
202005,제주특별자치도,19276,2369,1921
202006,제주특별자치도,16089,2541,1620
202007,제주특별자치도,18262,2434,1906
202008,제주특별자치도,15967,2431,1604
202009,제주특별자치도,19550,2124,1969
202010,제주특별자치도,23166,2078,2231
202011,제주특별자치도,22905,1845,2176
202012,제주특별자치도,17782,1836,1840
202101,제주특별자치도,10668,1893,1368
202102,제주특별자치도,19528,2020,2016
202103,제주특별자치도,22189,2066,2228
202104,제주특별자치도,20173,2219,2093
202105,제주특별자치도,15773,2260,1707
202106,제주특별자치도,13318,2362,1548
202107,제주특별자치도,14793,2355,1419
202108,제주특별자치도,13909,2280,1427
202109,제주특별자치도,16975,2123,1509
202110,제주특별자치도,31947,2309,2852
202111,제주특별자치도,29778,2006,2808
202112,제주특별자치도,19925,1903,2337
202201,제주특별자치도,20703,1969,2121
202202,제주특별자치도,20845,2064,1440
202203,제주특별자치도,35714,1990,2086
202204,제주특별자치도,22617,2374,2059
202205,제주특별자치도,21015,2481,2167
202206,제주특별자치도,15795,2149,1882
202207,제주특별자치도,20823,2348,1663
202208,제주특별자치도,21942,2245,1752
202209,제주특별자치도,22190,1986,2458
202210,제주특별자치도,32033,1902,2886
202211,제주특별자치도,27187,1801,2210
202212,제주특별자치도,33172,1778,2289
