SIDO,STD_YYYYMM,AVG_구리,구리_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_니켈,니켈_BAD,AVG_망간,망간_BAD,AVG_비소,비소_BAD,AVG_철,철_BAD,AVG_카드뮴,카드뮴_BAD,AVG_크롬,크롬_BAD
경상북도,202008,0.0125,N,0.0276,N,Y,0.0036,N,0.0397,Y,0.0019,N,0.4076,N,0.0008,N,0.0051,Y
경상남도,202008,0.0049,N,0.0023,N,N,0.004,Y,0.0149,N,0.0005,N,0.1909,N,0.0002,N,0.0063,Y
서울특별시,202009,0.014,N,0.01,N,N,0.001,N,0.0105,N,0.0033,N,0.3412,N,0.0003,N,0.0017,N
부산광역시,202009,0.0128,N,0.0161,N,N,0.003,N,0.0187,N,0.005,Y,0.3425,N,0.0009,Y,0.004,Y
대구광역시,202009,0.0112,N,0.0181,N,N,0.0017,N,0.0207,N,0.0024,N,0.3996,N,0.0005,N,0.0086,Y
인천광역시,202009,0.0159,Y,0.0091,N,N,0.0017,N,0.0125,N,0.0015,N,0.309,N,0.0003,N,0.0023,N
광주광역시,202009,0.0047,N,0.0038,N,N,0.0004,N,0.0074,N,0.0003,N,0.1432,N,0.0002,N,0.0006,N
대전광역시,202009,0.0082,N,0.0125,N,N,0.0015,N,0.0113,N,0.0025,N,0.2644,N,0.0003,N,0.0011,N
울산광역시,202009,0.0135,N,0.0212,N,N,0.0025,N,0.0225,N,0.0039,N,0.4704,N,0.0007,N,0.003,N
세종특별자치시,202009,0.0427,Y,0.1364,N,Y,0.0093,Y,0.089,Y,0.0379,Y,1.0421,Y,0.0117,Y,0.004,Y
경기도,202009,0.0139,N,0.0168,N,N,0.0024,N,0.0145,N,0.0073,Y,0.3767,N,0.0007,N,0.002,N
강원도,202009,0.0121,N,0.0063,N,N,0.0012,N,0.0111,N,0.0017,N,0.2122,N,0.0003,N,0.0041,Y
충청북도,202009,0.0052,N,0.0092,N,N,0.0209,Y,0.0132,N,0.0018,N,0.1982,N,0.001,Y,0.001,N
충청남도,202009,0.0103,N,0.0199,N,N,0.001,N,0.0197,N,0.005,Y,0.6034,Y,0.0004,N,0.0021,N
전라북도,202009,0.0056,N,0.0058,N,N,0.0007,N,0.0086,N,0.0015,N,0.1206,N,0.0003,N,0.0011,N
전라남도,202009,0.0034,N,0.0071,N,N,0.0014,N,0.0123,N,0.0014,N,0.1852,N,0.0002,N,0.0011,N
경상북도,202009,0.0115,N,0.0436,N,Y,0.0038,Y,0.0959,Y,0.0026,N,0.6685,Y,0.0026,Y,0.0057,Y
경상남도,202009,0.0056,N,0.0088,N,N,0.0022,N,0.0167,N,0.003,N,0.2336,N,0.0004,N,0.0022,N
서울특별시,202010,0.0128,N,0.0159,N,N,0.0006,N,0.0122,N,0.0124,Y,0.5739,N,0.0004,N,0.0016,N
부산광역시,202010,0.0156,N,0.0217,N,N,0.0023,N,0.0312,Y,0.006,Y,0.642,Y,0.0004,N,0.0044,Y
대구광역시,202010,0.013,N,0.0158,N,N,0.0014,N,0.0155,N,0.0062,Y,0.4059,N,0.0008,N,0.0028,N
인천광역시,202010,0.0226,Y,0.032,N,Y,0.0026,N,0.0254,N,0.012,Y,0.7565,Y,0.0008,N,0.0039,Y
광주광역시,202010,0.0001,N,0.0012,N,N,0.0052,N,0.008,N,0.0016,N,0.218,N,0.0006,N,0.0025,N
대전광역시,202010,0.009,N,0.0096,N,N,0.0014,N,0.0136,N,0.0036,N,0.3712,N,0.0002,N,0.0017,N
울산광역시,202010,0.0108,N,0.0208,N,N,0.0015,N,0.0209,N,0.0057,Y,0.4912,N,0.0005,N,0.0017,N
세종특별자치시,202010,0.0147,N,0.0246,N,Y,0.0048,Y,0.1138,Y,0.0081,Y,1.1504,Y,0.0001,N,0.0029,N
경기도,202010,0.0245,Y,0.0376,N,Y,0.0025,N,0.0189,N,0.0095,Y,0.8165,Y,0.0011,Y,0.0027,N
강원도,202010,0.0046,N,0.012,N,N,0.0004,N,0.0184,N,0.0128,Y,0.2619,N,0.0003,N,0.0017,N
충청북도,202010,0.0114,N,0.0108,N,N,0.0498,Y,0.0229,N,0.0038,N,0.3076,N,0.0009,Y,0.0018,N
충청남도,202010,0.0106,N,0.0273,N,Y,0.0017,N,0.0328,Y,0.0256,Y,0.662,Y,0.0003,N,0.0026,N
전라북도,202010,0.0057,N,0.007,N,N,0.0004,N,0.0113,N,0.0034,N,0.1863,N,0.0003,N,0.0008,N
전라남도,202010,0.0038,N,0.0059,N,N,0.0014,N,0.0146,N,0.003,N,0.1987,N,0.0001,N,0.0011,N
경상북도,202010,0.0293,Y,0.0217,N,N,0.005,Y,0.0624,Y,0.0076,Y,0.8587,Y,0.0018,Y,0.0054,Y
경상남도,202010,0.0084,N,0.0168,N,N,0.0017,N,0.018,N,0.0047,Y,0.3835,N,0.0004,N,0.0022,N
서울특별시,202011,0.0453,Y,0.0347,N,Y,0.0018,N,0.0353,Y,0.0482,Y,1.2127,Y,0.0002,N,0.005,Y
부산광역시,202011,0.0185,Y,0.0196,N,N,0.0036,N,0.0212,N,0.0041,N,0.6355,Y,0.0006,N,0.0049,Y
대구광역시,202011,0.0204,Y,0.0191,N,N,0.0015,N,0.0178,N,0.0008,N,0.4464,N,0.0002,N,0.0029,N
인천광역시,202011,0.0325,Y,0.0291,N,Y,0.0043,Y,0.0309,Y,0.0093,Y,0.8796,Y,0.0009,Y,0.004,Y
광주광역시,202011,0.0044,N,0.009,N,N,0.0047,N,0.0277,N,0.0004,N,0.6156,Y,0.0008,N,0.0038,N
대전광역시,202011,0.0278,Y,0.0238,N,Y,0.004,Y,0.0463,Y,0.0072,Y,0.9469,Y,0.0009,Y,0.0042,Y
울산광역시,202011,0.0192,Y,0.0249,N,Y,0.0023,N,0.0271,N,0.006,Y,0.5494,N,0.001,Y,0.0025,N
세종특별자치시,202011,0.03,Y,0.0297,N,Y,0.004,Y,0.0818,Y,0.0088,Y,0.9415,Y,0.0009,Y,0.004,Y
경기도,202011,0.0332,Y,0.0375,N,Y,0.0036,N,0.0236,N,0.0082,Y,0.8975,Y,0.0014,Y,0.0038,Y
강원도,202011,0.0131,N,0.0194,N,N,0.0013,N,0.035,Y,0.0076,Y,0.6761,Y,0.0006,N,0.0037,Y
충청북도,202011,0.0156,N,0.0176,N,N,0.0308,Y,0.0278,N,0.0054,Y,0.7006,Y,0.0015,Y,0.004,Y
충청남도,202011,0.0223,Y,0.04,N,Y,0.0025,N,0.0431,Y,0.0121,Y,1.1508,Y,0.0005,N,0.006,Y
전라북도,202011,0.0097,N,0.0145,N,N,0.0006,N,0.0134,N,0.0052,Y,0.2772,N,0.0005,N,0.0014,N
전라남도,202011,0.0109,N,0.013,N,N,0.0016,N,0.0229,N,0.0033,N,0.1976,N,0.0006,N,0.0016,N
경상북도,202011,0.0268,Y,0.0378,N,Y,0.0047,Y,0.0994,Y,0.0094,Y,1.0645,Y,0.0021,Y,0.0056,Y
경상남도,202011,0.014,N,0.0159,N,N,0.0034,N,0.0325,Y,0.0032,N,0.4623,N,0.0005,N,0.0037,Y
서울특별시,202012,0.0274,Y,0.0364,N,Y,0.0017,N,0.0294,N,0.0068,Y,0.8168,Y,0.0005,N,0.0045,Y
부산광역시,202012,0.0208,Y,0.0151,N,N,0.0049,Y,0.0459,Y,0.0011,N,0.7838,Y,0.0003,N,0.0072,Y
대구광역시,202012,0.0186,Y,0.0313,N,Y,0.0031,N,0.0267,N,0.003,N,0.5919,Y,0.0004,N,0.0042,Y
인천광역시,202012,0.0328,Y,0.0307,N,Y,0.0035,N,0.029,N,0.0061,Y,0.6102,Y,0.0009,Y,0.0049,Y
광주광역시,202012,0.0103,N,0.0194,N,N,0.0032,N,0.0248,N,0.004,N,0.4972,N,0.0007,N,0.0003,N
대전광역시,202012,0.0265,Y,0.0238,N,Y,0.004,Y,0.0457,Y,0.0072,Y,0.912,Y,0.0008,N,0.0041,Y
울산광역시,202012,0.0182,Y,0.0194,N,N,0.0021,N,0.0236,N,0.0013,N,0.5208,N,0.0004,N,0.0027,N
세종특별자치시,202012,0.0258,Y,0.0228,N,Y,0.0026,N,0.0475,Y,0.0019,N,0.6851,Y,0.0007,N,0.0039,Y
경기도,202012,0.0127,N,0.0244,N,Y,0.0016,N,0.0135,N,0.004,N,0.4952,N,0.0008,N,0.0028,N
강원도,202012,0.0113,N,0.0205,N,N,0.0012,N,0.0276,N,0.0039,N,0.4774,N,0.0007,N,0.0032,N
충청북도,202012,0.0118,N,0.0177,N,N,0.0124,Y,0.0168,N,0.003,N,0.4522,N,0.0011,Y,0.0018,N
충청남도,202012,0.0194,Y,0.0361,N,Y,0.0021,N,0.0394,Y,0.0135,Y,0.9146,Y,0.0006,N,0.0049,Y
전라북도,202012,0.0096,N,0.0186,N,N,0.0013,N,0.0151,N,0.0044,Y,0.3239,N,0.0006,N,0.0022,N
전라남도,202012,0.0069,N,0.0106,N,N,0.0014,N,0.0212,N,0.0014,N,0.2189,N,0.0002,N,0.0012,N
경상북도,202012,0.0182,Y,0.0422,N,Y,0.0034,N,0.037,Y,0.0078,Y,0.5794,N,0.0018,Y,0.0045,Y
경상남도,202012,0.0097,N,0.0159,N,N,0.0026,N,0.0261,N,0.002,N,0.3749,N,0.0005,N,0.0029,N
서울특별시,202101,0.0203,Y,0.0373,N,Y,0.0031,N,0.0401,Y,0.0051,Y,1.1532,Y,0.001,Y,0.0058,Y
부산광역시,202101,0.0214,Y,0.0193,N,N,0.0071,Y,0.0639,Y,0.0022,N,1.0229,Y,0.0004,N,0.0089,Y
대구광역시,202101,0.0183,Y,0.0227,N,Y,0.0032,N,0.0422,Y,0.0008,N,0.9448,Y,0.0008,N,0.0048,Y
인천광역시,202101,0.0263,Y,0.0287,N,Y,0.0044,Y,0.0427,Y,0.0042,Y,0.949,Y,0.001,Y,0.0058,Y
광주광역시,202101,0.004,N,0.0064,N,N,0.0037,N,0.0458,Y,0.0008,N,0.8776,Y,0.0012,N,0.0041,N
대전광역시,202101,0.0208,Y,0.0255,N,Y,0.0031,N,0.0445,Y,0.003,N,1.015,Y,0.0005,N,0.0037,Y
울산광역시,202101,0.0205,Y,0.0255,N,Y,0.003,N,0.0394,Y,0.0029,N,1.0025,Y,0.0007,N,0.0026,N
세종특별자치시,202101,0.0389,Y,0.1037,N,Y,0.0052,Y,0.0835,Y,0.0245,Y,1.7367,Y,0.0068,Y,0.0043,Y
경기도,202101,0.0283,Y,0.0304,N,Y,0.0036,N,0.0236,N,0.0037,N,1.3057,Y,0.0012,Y,0.0028,N
강원도,202101,0.0088,N,0.0235,N,Y,0.0027,N,0.0559,Y,0.0063,Y,1.1382,Y,0.0008,N,0.0028,N
충청북도,202101,0.0058,N,0.0125,N,N,0.0043,Y,0.0122,N,0.002,N,0.3256,N,0.0006,N,0.0016,N
충청남도,202101,0.0126,N,0.0266,N,Y,0.002,N,0.0469,Y,0.0034,N,1.288,Y,0.0006,N,0.0032,N
전라북도,202101,0.0073,N,0.0138,N,N,0.002,N,0.0125,N,0.0025,N,0.245,N,0.0005,N,0.0019,N
전라남도,202101,0.0074,N,0.0122,N,N,0.0016,N,0.0264,N,0.0026,N,0.3332,N,0.0004,N,0.0014,N
경상북도,202101,0.019,Y,0.0453,N,Y,0.0037,N,0.1267,Y,0.0052,Y,1.2667,Y,0.0017,Y,0.0056,Y
경상남도,202101,0.0195,Y,0.0157,N,N,0.006,Y,0.0602,Y,0.3618,Y,0.8316,Y,0.0006,N,0.0061,Y
서울특별시,202102,0.0253,Y,0.0297,N,Y,0.0024,N,0.0193,N,0.0035,N,0.5473,N,0.0008,N,0.0035,N
부산광역시,202102,0.0155,N,0.0178,N,N,0.002,N,0.0324,Y,0.0069,Y,0.604,Y,0.0006,N,0.0041,Y
대구광역시,202102,0.0091,N,0.0085,N,N,0.0016,N,0.0125,N,0.0027,N,0.397,N,0.0005,N,0.0025,N
인천광역시,202102,0.0181,Y,0.0233,N,Y,0.0024,N,0.0177,N,0.0028,N,0.4823,N,0.0008,N,0.0029,N
광주광역시,202102,0.0081,N,0.0093,N,N,0.001,N,0.0116,N,0.0008,N,0.4234,N,0.0007,N,0.0024,N
대전광역시,202102,0.0136,N,0.0161,N,N,0.0015,N,0.0161,N,0.0029,N,0.5247,N,0.0005,N,0.0022,N
울산광역시,202102,0.011,N,0.024,N,Y,0.0015,N,0.0175,N,0.0032,N,0.4523,N,0.0016,Y,0.0015,N
세종특별자치시,202102,0.0076,N,0.0133,N,N,0.0015,N,0.0097,N,0.0029,N,0.3369,N,0.0007,N,0.0017,N
경기도,202102,0.0225,Y,0.0263,N,Y,0.0021,N,0.0109,N,0.0027,N,0.5169,N,0.0011,Y,0.0014,N
강원도,202102,0.0068,N,0.0157,N,N,0.0013,N,0.0236,N,0.0036,N,0.461,N,0.0002,N,0.002,N
충청북도,202102,0.0074,N,0.0127,N,N,0.0065,Y,0.0108,N,0.0019,N,0.3473,N,0.0005,N,0.0012,N
충청남도,202102,0.0114,N,0.0216,N,N,0.0018,N,0.0236,N,0.0032,N,0.9644,Y,0.0006,N,0.0018,N
전라북도,202102,0.0061,N,0.0144,N,N,0.0011,N,0.0106,N,0.0021,N,0.2376,N,0.0005,N,0.0012,N
전라남도,202102,0.0058,N,0.0097,N,N,0.0011,N,0.0185,N,0.0011,N,0.3222,N,0.0004,N,0.0011,N
경상북도,202102,0.0118,N,0.0374,N,Y,0.0039,Y,0.0408,Y,0.0098,Y,0.5642,N,0.0012,Y,0.0057,Y
경상남도,202102,0.0093,N,0.0149,N,N,0.0021,N,0.0256,N,0.002,N,0.4675,N,0.0006,N,0.0028,N
서울특별시,202103,0.0506,Y,0.0476,N,Y,0.0042,Y,0.0404,Y,0.0105,Y,1.1628,Y,0.001,Y,0.0061,Y
부산광역시,202103,0.0129,N,0.0201,N,N,0.0028,N,0.0123,N,0.0032,N,0.4805,N,0.0006,N,0.0041,Y
대구광역시,202103,0.01,N,0.0208,N,N,0.0009,N,0.0188,N,0.0027,N,0.4564,N,0.0002,N,0.0025,N
인천광역시,202103,0.0387,Y,0.0421,N,Y,0.0055,Y,0.0358,Y,0.0071,Y,0.8161,Y,0.0013,Y,0.0057,Y
광주광역시,202103,0.0075,N,0.0134,N,N,0.0041,N,0.0229,N,0.0016,N,0.5416,N,0.0008,N,0.0031,N
대전광역시,202103,0.014,N,0.0167,N,N,0.0015,N,0.0178,N,0.0031,N,0.5366,N,0.0005,N,0.0024,N
울산광역시,202103,0.0148,N,0.0207,N,N,0.0018,N,0.0341,Y,0.0034,N,0.5355,N,0.0006,N,0.0018,N
세종특별자치시,202103,0.0096,N,0.019,N,N,0.0013,N,0.0159,N,0.0046,Y,0.5131,N,0.0006,N,0.0018,N
경기도,202103,0.0445,Y,0.0478,N,Y,0.0043,Y,0.0154,N,0.007,Y,0.872,Y,0.0018,Y,0.0022,N
강원도,202103,0.0108,N,0.0202,N,N,0.0015,N,0.0415,Y,0.0096,Y,0.6737,Y,0.0007,N,0.0029,N
충청북도,202103,0.0101,N,0.014,N,N,0.007,Y,0.0152,N,0.003,N,0.41,N,0.0006,N,0.0008,N
충청남도,202103,0.019,Y,0.0495,N,Y,0.004,Y,0.0417,Y,0.0111,Y,1.234,Y,0.001,Y,0.0038,Y
전라북도,202103,0.0088,N,0.018,N,N,0.0015,N,0.0186,N,0.0048,Y,0.2839,N,0.0007,N,0.0018,N
전라남도,202103,0.0045,N,0.0069,N,N,0.0026,N,0.0403,Y,0.0015,N,0.5789,N,0.0003,N,0.0015,N
경상북도,202103,0.0115,N,0.0381,N,Y,0.0189,Y,0.1362,Y,0.0172,Y,0.7238,Y,0.0016,Y,0.0052,Y
경상남도,202103,0.0099,N,0.0165,N,N,0.0033,N,0.0455,Y,0.0038,N,0.413,N,0.0008,N,0.0032,N
서울특별시,202104,0.0244,Y,0.0187,N,N,0.0022,N,0.024,N,0.0064,Y,0.8167,Y,0.0005,N,0.0047,Y
부산광역시,202104,0.011,N,0.0116,N,N,0.0023,N,0.0181,N,0.0044,Y,0.4978,N,0.0003,N,0.0021,N
대구광역시,202104,0.0087,N,0.0176,N,N,0.0008,N,0.0162,N,0.0009,N,0.408,N,0.0006,N,0.0021,N
인천광역시,202104,0.0155,N,0.0142,N,N,0.0012,N,0.0183,N,0.0043,Y,0.5393,N,0.0004,N,0.001,N
광주광역시,202104,0.0038,N,0.0024,N,N,0.0053,N,0.011,N,0.0017,N,0.4048,N,0.0006,N,0.0008,N
대전광역시,202104,0.0126,N,0.0099,N,N,0.002,N,0.023,N,0.0026,N,0.6584,Y,0.0001,N,0.0024,N
울산광역시,202104,0.0174,Y,0.0255,N,Y,0.002,N,0.0282,N,0.0075,Y,0.4505,N,0.0013,Y,0.0002,N
세종특별자치시,202104,0.0093,N,0.0101,N,N,0.002,N,0.0175,N,0.0029,N,0.6487,Y,0.0004,N,0.0019,N
경기도,202104,0.0449,Y,0.0334,N,Y,0.0036,N,0.0222,N,0.0074,Y,0.7348,Y,0.0008,N,0.0041,Y
강원도,202104,0.0077,N,0.0112,N,N,0.0012,N,0.0316,Y,0.006,Y,0.5065,N,0.0003,N,0.0026,N
충청북도,202104,0.0066,N,0.0102,N,N,0.0021,N,0.0116,N,0.0024,N,0.4084,N,0.0006,N,0.0024,N
충청남도,202104,0.0193,Y,0.0195,N,N,0.0032,N,0.0483,Y,0.0059,Y,1.8486,Y,0.0004,N,0.0036,Y
전라북도,202104,0.0085,N,0.0065,N,N,0.0019,N,0.027,N,0.0013,N,0.678,Y,0.0003,N,0.0017,N
전라남도,202104,0.0051,N,0.0055,N,N,0.0027,N,0.0405,Y,0.0018,N,0.7611,Y,0.0002,N,0.0017,N
경상북도,202104,0.0154,N,0.0421,N,Y,0.0483,Y,0.0868,Y,0.0126,Y,0.823,Y,0.0025,Y,0.0038,Y
경상남도,202104,0.0078,N,0.0098,N,N,0.0036,N,0.0375,Y,0.003,N,0.464,N,0.0004,N,0.0062,Y
서울특별시,202105,0.033,Y,0.0182,N,N,0.0028,N,0.0264,N,0.0039,N,0.9745,Y,0.0008,N,0.0052,Y
부산광역시,202105,0.0139,N,0.0234,N,Y,0.0013,N,0.0159,N,0.0047,Y,0.3742,N,0.0009,Y,0.0023,N
대구광역시,202105,0.0105,N,0.0218,N,N,0.0018,N,0.0291,N,0.001,N,0.7117,Y,0.0002,N,0.0031,N
인천광역시,202105,0.0352,Y,0.02,N,N,0.0027,N,0.0295,N,0.0033,N,0.8246,Y,0.001,Y,0.0043,Y
광주광역시,202105,0.0049,N,0.007,N,N,0.0024,N,0.0211,N,0.0023,N,0.4972,N,0.0009,N,0.0002,N
대전광역시,202105,0.0099,N,0.0078,N,N,0.001,N,0.0196,N,0.0016,N,0.5207,N,0.0002,N,0.0023,N
울산광역시,202105,0.032,Y,0.1186,N,Y,0.0044,Y,0.0627,Y,0.0335,Y,0.6363,Y,0.0051,Y,0.0025,N
세종특별자치시,202105,0.0086,N,0.0104,N,N,0.0011,N,0.0165,N,0.0022,N,0.5606,N,0.0004,N,0.002,N
경기도,202105,0.0374,Y,0.0223,N,Y,0.0037,N,0.0233,N,0.0053,Y,0.6389,Y,0.0016,Y,0.0038,Y
강원도,202105,0.0058,N,0.0085,N,N,0.0008,N,0.0223,N,0.0052,Y,0.425,N,0.0003,N,0.0013,N
충청북도,202105,0.0095,N,0.0099,N,N,0.0014,N,0.009,N,0.0021,N,0.33,N,0.0008,N,0.003,N
충청남도,202105,0.0137,N,0.0204,N,N,0.0024,N,0.0293,N,0.0068,Y,1.0442,Y,0.0004,N,0.0032,N
전라북도,202105,0.0116,N,0.0081,N,N,0.0007,N,0.0277,N,0.0023,N,0.6385,Y,0.0003,N,0.0029,N
전라남도,202105,0.0021,N,0.0034,N,N,0.0019,N,0.0201,N,0.0064,N,0.3269,N,0.0004,N,0.0023,N
경상북도,202105,0.0118,N,0.0248,N,Y,0.0051,Y,0.1092,Y,0.0185,Y,0.7242,Y,0.0009,Y,0.0041,Y
경상남도,202105,0.0102,N,0.0102,N,N,0.005,Y,0.0674,Y,0.0027,N,0.5978,Y,0.0005,N,0.0057,Y
서울특별시,202106,0.0276,Y,0.0128,N,N,0.003,N,0.0236,N,0.001,N,0.7474,Y,0.0007,N,0.0049,Y
부산광역시,202106,0.0198,Y,0.0264,N,Y,0.0039,Y,0.0194,N,0.0084,Y,0.5882,Y,0.0013,Y,0.0046,Y
대구광역시,202106,0.0089,N,0.0236,N,Y,0.0013,N,0.0253,N,0.003,N,0.5769,N,0.0001,N,0.0026,N
인천광역시,202106,0.0251,Y,0.0154,N,N,0.0036,N,0.0252,N,0.0008,N,0.655,Y,0.0007,N,0.0044,Y
광주광역시,202106,0.002,N,0.0016,N,N,0.0035,N,0.0133,N,0.0006,N,0.4552,N,0.0009,N,0.0031,N
대전광역시,202106,0.0109,N,0.008,N,N,0.001,N,0.0183,N,0.0014,N,0.4974,N,0.0002,N,0.0007,N
울산광역시,202106,0.0397,Y,0.0804,N,Y,0.0051,Y,0.0541,Y,0.0192,Y,0.6345,Y,0.004,Y,0.0026,N
세종특별자치시,202106,0.0097,N,0.0098,N,N,0.0018,N,0.0181,N,0.0011,N,0.5508,N,0.0004,N,0.0026,N
경기도,202106,0.0372,Y,0.0214,N,N,0.0039,Y,0.0304,N,0.0024,N,0.722,Y,0.0021,Y,0.0046,Y
강원도,202106,0.0064,N,0.0114,N,N,0.0016,N,0.0264,N,0.0065,Y,0.4609,N,0.0004,N,0.0018,N
충청북도,202106,0.0078,N,0.0114,N,N,0.0065,Y,0.0148,N,0.0017,N,0.3516,N,0.0008,N,0.0013,N
충청남도,202106,0.0151,N,0.0106,N,N,0.0026,N,0.0269,N,0.0006,N,0.9324,Y,0.0002,N,0.003,N
전라북도,202106,0.0078,N,0.0047,N,N,0.001,N,0.0097,N,0.0015,N,0.1677,N,0.0002,N,0.0015,N
전라남도,202106,0.0033,N,0.0039,N,N,0.0012,N,0.013,N,0.0008,N,0.2423,N,0.0002,N,0.0009,N
경상북도,202106,0.0203,Y,0.0319,N,Y,0.0085,Y,0.0665,Y,0.0096,Y,0.6974,Y,0.0014,Y,0.0044,Y
경상남도,202106,0.0054,N,0.0099,N,N,0.0069,Y,0.0624,Y,0.0026,N,0.5588,N,0.0005,N,0.0073,Y
서울특별시,202107,0.0336,Y,0.0093,N,N,0.0023,N,0.0185,N,0.001,N,0.5644,N,0.0002,N,0.0027,N
부산광역시,202107,0.0119,N,0.0031,N,N,0.0075,Y,0.0244,N,0.0035,N,0.3506,N,0.0001,N,0.0062,Y
대구광역시,202107,0.0065,N,0.02,N,N,0.0006,N,0.0102,N,0.0022,N,0.2252,N,0.0006,N,0.0013,N
인천광역시,202107,0.0132,N,0.007,N,N,0.0021,N,0.0125,N,0.0003,N,0.3075,N,0.0003,N,0.0025,N
광주광역시,202107,0.003,N,0.0014,N,N,0.0025,N,0.0114,N,0.0007,N,0.2216,N,0.0005,N,0.0005,N
대전광역시,202107,0.0058,N,0.0061,N,N,0.0009,N,0.0075,N,0.0008,N,0.1857,N,0.0001,N,0.0006,N
울산광역시,202107,0.0239,Y,0.0411,N,Y,0.0034,N,0.0326,Y,0.0115,Y,0.4,N,0.0045,Y,0.0018,N
세종특별자치시,202107,0.0045,N,0.0037,N,N,0.0011,N,0.0059,N,0.0007,N,0.1606,N,0.0002,N,0.0011,N
경기도,202107,0.0427,Y,0.0085,N,N,0.002,N,0.0151,N,0.0015,N,0.3164,N,0.0003,N,0.0026,N
강원도,202107,0.0059,N,0.0076,N,N,0.001,N,0.0145,N,0.0056,Y,0.2296,N,0.0002,N,0.0016,N
충청북도,202107,0.0064,N,0.0054,N,N,0.0038,Y,0.0059,N,0.0004,N,0.169,N,0.0006,N,0.0006,N
충청남도,202107,0.007,N,0.0134,N,N,0.0025,N,0.019,N,0.0022,N,0.5925,Y,0.0001,N,0.0022,N
전라북도,202107,0.006,N,0.0014,N,N,0.0007,N,0.0033,N,0.0004,N,0.0652,N,0.0006,N,0.0016,N
전라남도,202107,0.0021,N,0.0007,N,N,0.0015,N,0.0144,N,0.0004,N,0.1437,N,0.0006,N,0.0011,N
경상북도,202107,0.014,N,0.0186,N,N,0.0032,N,0.0389,Y,0.0028,N,0.463,N,0.0006,N,0.0039,Y
경상남도,202107,0.008,N,0.0052,N,N,0.0051,Y,0.044,Y,0.0008,N,0.3119,N,0.0003,N,0.0056,Y
서울특별시,202108,0.0144,N,0.0077,N,N,0.0012,N,0.0106,N,0.0035,N,0.3985,N,0.0001,N,0.0017,N
부산광역시,202108,0.0065,N,0.0071,N,N,0.0009,N,0.014,N,0.0055,Y,0.2052,N,0.0002,N,0.002,N
대구광역시,202108,0.008,N,0.0035,N,N,0.0015,N,0.0087,N,0.0044,N,0.2072,N,0.0003,N,0.001,N
인천광역시,202108,0.0111,N,0.0072,N,N,0.0016,N,0.0094,N,0.0019,N,0.3301,N,0.0002,N,0.0024,N
광주광역시,202108,0.0038,N,0.0071,N,N,0.0023,N,0.0131,N,0.0009,N,0.265,N,0.0003,N,0.0011,N
대전광역시,202108,0.0067,N,0.005,N,N,0.0012,N,0.009,N,0.0014,N,0.2431,N,0.0001,N,0.0011,N
울산광역시,202108,0.0098,N,0.0093,N,N,0.0012,N,0.0198,N,0.0016,N,0.2203,N,0.0006,N,0.001,N
세종특별자치시,202108,0.006,N,0.0051,N,N,0.0014,N,0.0089,N,0.0016,N,0.2548,N,0.0002,N,0.001,N
경기도,202108,0.0129,N,0.0104,N,N,0.0018,N,0.0123,N,0.0042,Y,0.322,N,0.0003,N,0.0023,N
강원도,202108,0.0039,N,0.005,N,N,0.0006,N,0.0195,N,0.0043,Y,0.2152,N,0.0001,N,0.0008,N
충청북도,202108,0.0064,N,0.0081,N,N,0.0106,Y,0.0091,N,0.003,N,0.1859,N,0.0008,N,0.0006,N
충청남도,202108,0.0076,N,0.0091,N,N,0.0012,N,0.0208,N,0.0042,Y,0.417,N,0.0001,N,0.0022,N
전라북도,202108,0.0059,N,0.0038,N,N,0.001,N,0.0054,N,0.0012,N,0.1019,N,0.0001,N,0.0012,N
전라남도,202108,0.003,N,0.004,N,N,0.0013,N,0.0127,N,0.0252,Y,0.2416,N,0.0001,N,0.0009,N
경상북도,202108,0.01,N,0.0117,N,N,0.0061,Y,0.0447,Y,0.0065,Y,0.5062,N,0.0005,N,0.0035,N
경상남도,202108,0.0024,N,0.0046,N,N,0.0024,N,0.0259,N,0.0017,N,0.1499,N,0.0004,N,0.0027,N
서울특별시,202109,0.02,Y,0.0108,N,N,0.0012,N,0.0113,N,0.0017,N,0.401,N,0.0002,N,0.0019,N
부산광역시,202109,0.0112,N,0.0139,N,N,0.0026,N,0.0078,N,0.0009,N,0.2729,N,0.0007,N,0.0028,N
대구광역시,202109,0.0083,N,0.0183,N,N,0.0012,N,0.0141,N,0.0018,N,0.2831,N,0.0003,N,0.0019,N
인천광역시,202109,0.0143,N,0.0072,N,N,0.0012,N,0.0062,N,0.0008,N,0.1868,N,0.0003,N,0.0018,N
광주광역시,202109,0.0024,N,0.0025,N,N,0.0017,N,0.0104,N,0.0018,N,0.2606,N,0.0004,N,0.0011,N
대전광역시,202109,0.0069,N,0.0049,N,N,0.0008,N,0.0066,N,0.0008,N,0.171,N,0.0001,N,0.0008,N
울산광역시,202109,0.0105,N,0.0133,N,N,0.0014,N,0.0224,N,0.0025,N,0.2503,N,0.001,Y,0.0012,N
세종특별자치시,202109,0.0144,N,0.0097,N,N,0.0014,N,0.0119,N,0.002,N,0.3235,N,0.0003,N,0.0019,N
경기도,202109,0.0095,N,0.0107,N,N,0.0014,N,0.0117,N,0.0017,N,0.2566,N,0.0003,N,0.0017,N
