SIDO,STD_YYYYMM,AVG_구리,구리_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_니켈,니켈_BAD,AVG_망간,망간_BAD,AVG_비소,비소_BAD,AVG_철,철_BAD,AVG_카드뮴,카드뮴_BAD,AVG_크롬,크롬_BAD
경상남도,201707,0.0139,N,0.0094,N,N,0.0076,Y,0.0319,Y,0.0021,N,0.4854,N,0.0005,N,0.0095,Y
서울특별시,201708,0.022,Y,0.0112,N,N,0.0026,N,0.0122,N,0.0016,N,0.3508,N,0.0004,N,0.0022,N
부산광역시,201708,0.01,N,0.0121,N,N,0.0028,N,0.0066,N,0.0012,N,0.2193,N,0.0005,N,0.0032,N
대구광역시,201708,0.002,N,0.0147,N,N,0.0006,N,0.0128,N,0.001,N,0.2759,N,0.0005,N,0.001,N
인천광역시,201708,0.0127,N,0.0135,N,N,0.0039,Y,0.0146,N,0.0016,N,0.324,N,0.0004,N,0.0024,N
광주광역시,201708,0.0051,N,0.0098,N,N,0.002,N,0.0078,N,0.0006,N,0.2258,N,0.0003,N,0.0003,N
대전광역시,201708,0.0082,N,0.0046,N,N,0.0011,N,0.0076,N,0.0004,N,0.1651,N,0.0003,N,0.0036,Y
울산광역시,201708,0.0057,N,0.0077,N,N,0.0011,N,0.0127,N,0.0007,N,0.187,N,0.0002,N,0.0009,N
세종특별자치시,201708,0.0092,N,0.0101,N,N,0.0021,N,0.0209,N,0.001,N,0.2704,N,0.0005,N,0.0061,N
경기도,201708,0.0217,Y,0.0076,N,N,0.0032,N,0.0158,N,0.0007,N,0.2628,N,0.0006,N,0.0032,N
강원도,201708,0.008,N,0.0064,N,N,0.0013,N,0.0193,N,0.002,N,0.2351,N,0.0004,N,0.0023,N
충청북도,201708,0.01,N,0.0082,N,N,0.0026,N,0.0086,N,0.0012,N,0.2022,N,0.0007,N,0.0015,N
충청남도,201708,0.0069,N,0.0118,N,N,0.0031,N,0.0142,N,0.0012,N,0.321,N,0.0013,Y,0.0022,N
전라북도,201708,0.0093,N,0.0076,N,N,0.0012,N,0.0314,Y,0.0021,N,0.3428,N,0.0002,N,0.0533,Y
전라남도,201708,0.0092,N,0.006,N,N,0.0008,N,0.0056,N,0.0002,N,0.1123,N,0.0005,N,0.0061,N
경상북도,201708,0.0034,N,0.0259,N,Y,0.004,Y,0.1345,Y,0.0002,N,0.6923,Y,0.0005,N,0.0081,Y
경상남도,201708,0.0038,N,0.0041,N,N,0.0015,N,0.0092,N,0.0005,N,0.1403,N,0.0002,N,0.0017,N
서울특별시,201709,0.0261,Y,0.0184,N,N,0.0019,N,0.0186,N,0.0053,Y,0.5744,N,0.0005,N,0.0021,N
부산광역시,201709,0.0117,N,0.0157,N,N,0.002,N,0.0152,N,0.0053,Y,0.3147,N,0.0003,N,0.0028,N
대구광역시,201709,0.0158,Y,0.0224,N,Y,0.0023,N,0.0208,N,0.0036,N,0.4834,N,0.0016,Y,0.0028,N
인천광역시,201709,0.0177,Y,0.0217,N,N,0.0029,N,0.0267,N,0.005,Y,0.6095,Y,0.0005,N,0.0038,Y
광주광역시,201709,0.0004,N,0.0062,N,N,0.0003,N,0.0099,N,0.0003,N,0.1787,N,0.0001,N,0.0003,N
대전광역시,201709,0.0166,Y,0.0222,N,Y,0.0026,N,0.0205,N,0.003,N,0.4356,N,0.0009,Y,0.0049,Y
울산광역시,201709,0.01,N,0.0146,N,N,0.0025,N,0.0184,N,0.0033,N,0.2895,N,0.0005,N,0.001,N
세종특별자치시,201709,0.0164,N,0.0167,N,N,0.0025,N,0.0215,N,0.0031,N,0.4139,N,0.0007,N,0.0028,N
경기도,201709,0.0405,Y,0.0302,N,Y,0.0039,Y,0.0301,N,0.0054,Y,0.7433,Y,0.0009,Y,0.0068,Y
강원도,201709,0.0081,N,0.0126,N,N,0.0012,N,0.0301,N,0.0022,N,0.3549,N,0.0006,N,0.0031,N
충청북도,201709,0.0302,Y,0.019,N,N,0.0032,N,0.0181,N,0.003,N,0.3782,N,0.0034,Y,0.0017,N
충청남도,201709,0.009,N,0.0146,N,N,0.0024,N,0.0217,N,0.0014,N,0.4796,N,0.0003,N,0.0008,N
전라북도,201709,0.0131,N,0.0075,N,N,0.0009,N,0.0123,N,0.0032,N,0.1002,N,0.0003,N,0.0021,N
전라남도,201709,0.0041,N,0.0131,N,N,0.0019,N,0.013,N,0.0018,N,0.243,N,0.0003,N,0.0012,N
경상북도,201709,0.0274,Y,0.019,N,N,0.008,Y,0.0498,Y,0.001,N,0.7216,Y,0.0006,N,0.0062,Y
경상남도,201709,0.0152,N,0.013,N,N,0.0021,N,0.0167,N,0.003,N,0.3022,N,0.0004,N,0.0024,N
서울특별시,201710,0.0338,Y,0.0188,N,N,0.0015,N,0.0216,N,0.0088,Y,0.7351,Y,0.0006,N,0.003,N
부산광역시,201710,0.0177,Y,0.0098,N,N,0.0047,Y,0.025,N,0.0018,N,0.482,N,0.0002,N,0.004,Y
대구광역시,201710,0.0154,N,0.0154,N,N,0.0022,N,0.0143,N,0.0043,Y,0.3682,N,0.0008,N,0.0041,Y
인천광역시,201710,0.0158,Y,0.0155,N,N,0.0033,N,0.0155,N,0.0022,N,0.3365,N,0.0004,N,0.0021,N
광주광역시,201710,0.0181,N,0.0042,N,N,0.0006,N,0.0083,N,0.003,N,0.1552,N,0.0007,N,0.0001,N
대전광역시,201710,0.0165,Y,0.014,N,N,0.0023,N,0.0149,N,0.0024,N,0.3662,N,0.0006,N,0.0038,Y
울산광역시,201710,0.0134,N,0.0237,N,Y,0.0017,N,0.0153,N,0.0063,Y,0.4183,N,0.0022,Y,0.0017,N
세종특별자치시,201710,0.0181,N,0.0145,N,N,0.0024,N,0.0235,N,0.0039,N,0.4135,N,0.0007,N,0.003,N
경기도,201710,0.0432,Y,0.0258,N,Y,0.0038,Y,0.0358,Y,0.0081,Y,0.794,Y,0.0012,Y,0.0068,Y
강원도,201710,0.008,N,0.0112,N,N,0.0013,N,0.0148,N,0.0069,Y,0.3339,N,0.0005,N,0.0021,N
충청북도,201710,0.0197,Y,0.0083,N,N,0.0024,N,0.0118,N,0.0016,N,0.253,N,0.0007,N,0.0016,N
충청남도,201710,0.0262,Y,0.028,N,Y,0.0044,Y,0.0466,Y,0.0054,Y,0.6611,Y,0.0009,Y,0.0028,N
전라북도,201710,0.0124,N,0.0071,N,N,0.001,N,0.0117,N,0.0032,N,0.0852,N,0.0003,N,0.0014,N
전라남도,201710,0.0042,N,0.0074,N,N,0.0006,N,0.0104,N,0.0009,N,0.1637,N,0.0007,N,0.003,N
경상북도,201710,0.016,Y,0.0224,N,Y,0.0049,Y,0.0971,Y,0.0013,N,0.8672,Y,0.0007,N,0.0078,Y
경상남도,201710,0.0104,N,0.0062,N,N,0.0007,N,0.009,N,0.0016,N,0.1834,N,0.0002,N,0.0008,N
서울특별시,201711,0.0308,Y,0.025,N,Y,0.0037,N,0.034,Y,0.0029,N,1.2093,Y,0.0008,N,0.0041,Y
부산광역시,201711,0.0225,Y,0.0143,N,N,0.0091,Y,0.0532,Y,0.0031,N,0.9979,Y,0.0003,N,0.0087,Y
대구광역시,201711,0.0264,Y,0.0242,N,Y,0.0043,Y,0.0316,Y,0.0054,Y,0.8634,Y,0.0014,Y,0.0042,Y
인천광역시,201711,0.0271,Y,0.0346,N,Y,0.0052,Y,0.0347,Y,0.0026,N,0.7524,Y,0.0012,Y,0.0047,Y
광주광역시,201711,0.0045,N,0.0127,N,N,0.0016,N,0.0216,N,0.0022,N,0.4812,N,0.0009,N,0.0003,N
대전광역시,201711,0.0149,N,0.0173,N,N,0.0019,N,0.0259,N,0.003,N,0.6436,Y,0.0008,N,0.0023,N
울산광역시,201711,0.0163,Y,0.0201,N,N,0.0023,N,0.0311,Y,0.0028,N,0.762,Y,0.0007,N,0.0028,N
세종특별자치시,201711,0.0228,N,0.02,N,N,0.0044,N,0.0368,N,0.0027,N,0.7878,N,0.0009,N,0.0045,N
경기도,201711,0.0385,Y,0.0371,N,Y,0.0054,Y,0.049,Y,0.0037,N,1.1101,Y,0.0017,Y,0.0065,Y
강원도,201711,0.0148,N,0.0165,N,N,0.0022,N,0.0331,Y,0.003,N,0.8234,Y,0.0007,N,0.0051,Y
충청북도,201711,0.0485,Y,0.0236,N,Y,0.0052,Y,0.0344,Y,0.0023,N,0.9466,Y,0.002,Y,0.0028,N
충청남도,201711,0.0161,Y,0.0142,N,N,0.0025,N,0.028,N,0.0009,N,0.4978,N,0.0004,N,0.0016,N
전라북도,201711,0.0196,Y,0.0136,N,N,0.0018,N,0.0231,N,0.0042,Y,0.2487,N,0.0006,N,0.0014,N
전라남도,201711,0.0066,N,0.009,N,N,0.0008,N,0.0186,N,0.0009,N,0.2883,N,0.0009,N,0.0001,N
경상북도,201711,0.0276,Y,0.0239,N,Y,0.0141,Y,0.0937,Y,0.0008,N,1.4468,Y,0.0009,N,0.0149,Y
경상남도,201711,0.0274,Y,0.0146,N,N,0.0066,Y,0.0397,Y,0.002,N,0.7457,Y,0.0006,N,0.0075,Y
서울특별시,201712,0.0291,Y,0.0356,N,Y,0.0022,N,0.0241,N,0.0049,Y,0.7757,Y,0.0009,Y,0.0023,N
부산광역시,201712,0.0147,N,0.0118,N,N,0.0028,N,0.0296,N,0.0017,N,0.5753,N,0.0002,N,0.004,Y
대구광역시,201712,0.0168,Y,0.0239,N,Y,0.0026,N,0.0204,N,0.0033,N,0.5306,N,0.0035,Y,0.0031,N
인천광역시,201712,0.0139,N,0.0213,N,N,0.0023,N,0.0272,N,0.0026,N,0.6509,Y,0.0007,N,0.0029,N
광주광역시,201712,0.0019,N,0.0129,N,N,0.0021,N,0.014,N,0.001,N,0.316,N,0.0009,N,0.0012,N
대전광역시,201712,0.0111,N,0.0187,N,N,0.0018,N,0.0191,N,0.0028,N,0.4122,N,0.0006,N,0.002,N
울산광역시,201712,0.011,N,0.0135,N,N,0.001,N,0.0176,N,0.0013,N,0.4494,N,0.0002,N,0.003,N
세종특별자치시,201712,0.0177,N,0.0212,N,N,0.0029,N,0.029,N,0.0024,N,0.5681,N,0.0009,N,0.0033,N
경기도,201712,0.0407,Y,0.0369,N,Y,0.0056,Y,0.0422,Y,0.0046,Y,1.1528,Y,0.0014,Y,0.008,Y
강원도,201712,0.0085,N,0.0204,N,N,0.0012,N,0.0188,N,0.0031,N,0.4234,N,0.0008,N,0.0027,N
충청북도,201712,0.0332,Y,0.0202,N,N,0.002,N,0.0155,N,0.0024,N,0.4095,N,0.001,Y,0.002,N
충청남도,201712,0.0233,Y,0.023,N,Y,0.0027,N,0.028,N,0.0029,N,0.7051,Y,0.0006,N,0.0026,N
전라북도,201712,0.0042,N,0.0121,N,N,0.0005,N,0.0065,N,0.0012,N,0.0124,N,0.0005,N,0.0002,N
전라남도,201712,0.0072,N,0.0109,N,N,0.0005,N,0.0144,N,0.0008,N,0.2357,N,0.0009,N,0.0033,N
경상북도,201712,0.0407,Y,0.0477,N,Y,0.0138,Y,0.1427,Y,0.0018,N,1.5664,Y,0.0011,Y,0.0101,Y
경상남도,201712,0.0095,N,0.0089,N,N,0.0017,N,0.0147,N,0.0011,N,0.3058,N,0.0003,N,0.0025,N
서울특별시,201801,0.0208,Y,0.0205,N,N,0.002,N,0.0202,N,0.0036,N,0.5266,N,0.0006,N,0.0018,N
부산광역시,201801,0.0131,N,0.0118,N,N,0.0037,N,0.0336,Y,0.0005,N,0.5531,N,0.0001,N,0.0045,Y
대구광역시,201801,0.0217,Y,0.032,N,Y,0.0039,Y,0.0268,N,0.0043,Y,0.7615,Y,0.0021,Y,0.004,Y
인천광역시,201801,0.0134,N,0.0179,N,N,0.0022,N,0.0216,N,0.0027,N,0.4433,N,0.0006,N,0.0023,N
광주광역시,201801,0.0004,N,0.0008,N,N,0.0039,N,0.0022,N,0.003,N,0.123,N,0.0008,N,0.0053,N
대전광역시,201801,0.0112,N,0.0171,N,N,0.0022,N,0.0248,N,0.0018,N,0.4664,N,0.0006,N,0.0034,N
울산광역시,201801,0.0106,N,0.0229,N,Y,0.0035,N,0.02,N,0.0015,N,0.5117,N,0.0003,N,0.0036,Y
