STD_YYYYMM,SIDO,비염환자수,아토피환자수,천식환자수,AVG_PM2.5,PM2_BAD,AVG_PM10,PM10_BAD,PM10_80BAD,AVG_일산화,일산화_9BAD,일산화_BAD,AVG_이산화,이산화_0.06BAD,이산화_0.03BAD,이산화_BAD,AVG_오존,오존_BAD,오존0.06_BAD,오존0.1_BAD,AVG_납,납_0.5BAD,납_BAD,AVG_아황산,아황산_0.05BAD,아황산_BAD
201603,세종특별자치시,15625,764,2184,,N,59.0,Y,N,0.8,N,Y,0.026,N,N,Y,0.03,Y,N,N,,N,N,0.004,N,N
201604,세종특별자치시,12599,643,1939,,N,60.0,Y,N,0.6,N,Y,0.021,N,N,Y,0.039,Y,N,N,,N,N,0.003,N,N
201605,세종특별자치시,10641,706,1817,28.0,N,47.0,Y,N,0.5,N,Y,0.017,N,N,N,0.047,Y,N,N,,N,N,0.003,N,N
201606,세종특별자치시,8379,732,1308,25.0,N,39.0,N,N,0.4,N,N,0.013,N,N,N,0.043,Y,N,N,,N,N,0.002,N,N
201607,세종특별자치시,10044,989,1645,19.0,N,30.0,N,N,0.5,N,Y,0.016,N,N,N,0.029,Y,N,N,,N,N,0.002,N,N
201608,세종특별자치시,11981,1015,1787,24.0,N,38.0,N,N,0.5,N,Y,0.017,N,N,N,0.037,Y,N,N,,N,N,0.004,N,N
201609,세종특별자치시,18599,715,2351,19.0,N,39.0,N,N,0.5,N,Y,0.019,N,N,Y,0.027,N,N,N,,N,N,0.003,N,N
201610,세종특별자치시,17799,704,2532,17.0,N,39.0,N,N,0.5,N,Y,0.023,N,N,Y,0.018,N,N,N,,N,N,0.004,N,N
201611,세종특별자치시,17611,739,2927,28.0,N,53.0,Y,N,0.7,N,Y,0.03,N,N,Y,0.014,N,N,N,,N,N,0.005,N,Y
201612,세종특별자치시,22241,697,3236,27.0,N,49.0,Y,N,0.7,N,Y,0.028,N,N,Y,0.012,N,N,N,,N,N,0.005,N,Y
201701,세종특별자치시,11814,752,1956,32.0,N,53.0,Y,N,0.7,N,Y,0.027,N,N,Y,0.027,N,N,N,,N,N,0.005,N,Y
201702,세종특별자치시,12748,693,1937,28.0,N,46.0,Y,N,0.6,N,Y,0.025,N,N,Y,0.025,N,N,N,,N,N,0.005,N,Y
201703,세종특별자치시,19303,819,2552,37.0,Y,57.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.024,N,N,N,,N,N,0.005,N,Y
201704,세종특별자치시,17114,838,2404,23.0,N,58.0,Y,N,0.5,N,Y,0.018,N,N,N,0.042,Y,N,N,,N,N,0.004,N,N
201705,세종특별자치시,12667,926,2140,20.0,N,64.0,Y,N,0.5,N,Y,0.015,N,N,N,0.047,Y,N,N,,N,N,0.004,N,N
201706,세종특별자치시,10814,847,2157,21.0,N,44.0,Y,N,0.5,N,Y,0.014,N,N,N,0.052,Y,N,N,,N,N,0.004,N,N
201707,세종특별자치시,10980,1121,2063,18.0,N,36.0,N,N,0.4,N,N,0.012,N,N,N,0.033,Y,N,N,,N,N,0.002,N,N
201708,세종특별자치시,14626,1059,2125,12.0,N,28.0,N,N,0.4,N,N,0.013,N,N,N,0.027,N,N,N,,N,N,0.002,N,N
201709,세종특별자치시,21883,979,2833,20.0,N,40.0,N,N,0.5,N,Y,0.02,N,N,Y,0.027,N,N,N,,N,N,0.002,N,N
201710,세종특별자치시,16270,793,2641,17.0,N,39.0,N,N,0.5,N,Y,0.022,N,N,Y,0.02,N,N,N,,N,N,0.002,N,N
201711,세종특별자치시,20936,901,3002,24.0,N,50.0,Y,N,0.6,N,Y,0.021,N,N,Y,0.017,N,N,N,,N,N,0.002,N,N
201712,세종특별자치시,22902,848,3204,21.0,N,47.0,Y,N,0.6,N,Y,0.025,N,N,Y,0.014,N,N,N,,N,N,0.003,N,N
201801,세종특별자치시,20414,859,2675,28.0,N,53.0,Y,N,0.8,N,Y,0.028,N,N,Y,0.015,N,N,N,,N,N,0.003,N,N
201802,세종특별자치시,13346,867,1737,26.0,N,51.0,Y,N,0.7,N,Y,0.025,N,N,Y,0.022,N,N,N,,N,N,0.003,N,N
201803,세종특별자치시,20387,921,2574,26.0,N,46.0,Y,N,0.6,N,Y,0.019,N,N,Y,0.032,Y,N,N,,N,N,0.002,N,N
201804,세종특별자치시,18851,948,2350,23.0,N,55.0,Y,N,0.5,N,Y,0.015,N,N,N,0.04,Y,N,N,,N,N,0.003,N,N
201805,세종특별자치시,14483,1069,1882,21.0,N,45.0,Y,N,0.5,N,Y,0.013,N,N,N,0.043,Y,N,N,,N,N,0.003,N,N
201806,세종특별자치시,11397,972,1464,22.0,N,36.0,N,N,0.5,N,Y,0.014,N,N,N,0.046,Y,N,N,,N,N,0.003,N,N
201807,세종특별자치시,12209,1100,1543,15.0,N,27.0,N,N,0.4,N,N,0.011,N,N,N,0.029,Y,N,N,,N,N,0.002,N,N
201808,세종특별자치시,12537,1051,1476,10.0,N,24.0,N,N,0.4,N,N,0.008,N,N,N,0.031,Y,N,N,,N,N,0.002,N,N
201809,세종특별자치시,25235,913,2566,13.0,N,23.0,N,N,0.4,N,N,0.012,N,N,N,0.027,N,N,N,,N,N,0.002,N,N
201810,세종특별자치시,21153,951,2564,14.0,N,31.0,N,N,0.5,N,Y,0.021,N,N,Y,0.019,N,N,N,,N,N,0.002,N,N
201811,세종특별자치시,22617,954,2812,29.0,N,58.0,Y,N,0.7,N,Y,0.031,N,Y,Y,0.011,N,N,N,,N,N,0.003,N,N
201812,세종특별자치시,23024,915,2395,31.0,N,55.0,Y,N,0.6,N,Y,0.026,N,N,Y,0.012,N,N,N,,N,N,0.004,N,N
201901,세종특별자치시,15273,1039,1542,41.0,Y,70.0,Y,N,0.8,N,Y,0.024,N,N,Y,0.014,N,N,N,,N,N,0.004,N,N
201902,세종특별자치시,13389,993,1463,41.0,Y,64.0,Y,N,0.6,N,Y,0.021,N,N,Y,0.02,N,N,N,,N,N,0.004,N,N
201903,세종특별자치시,23042,1020,2267,47.0,Y,71.0,Y,N,0.6,N,Y,0.022,N,N,Y,0.034,Y,N,N,,N,N,0.003,N,N
201904,세종특별자치시,22343,1075,2242,19.0,N,40.0,N,N,0.4,N,N,0.018,N,N,N,0.036,Y,N,N,,N,N,0.003,N,N
201905,세종특별자치시,17008,1209,2291,25.0,N,50.0,Y,N,0.5,N,Y,0.018,N,N,N,0.051,Y,N,N,,N,N,0.004,N,N
201906,세종특별자치시,12274,952,1597,20.0,N,34.0,N,N,0.5,N,Y,0.015,N,N,N,0.044,Y,N,N,,N,N,0.003,N,N
201907,세종특별자치시,13251,1240,1689,14.0,N,23.0,N,N,0.4,N,N,0.012,N,N,N,0.031,Y,N,N,,N,N,0.003,N,N
201908,세종특별자치시,14230,1190,1479,16.0,N,27.0,N,N,0.5,N,Y,0.013,N,N,N,0.031,Y,N,N,,N,N,0.003,N,N
201909,세종특별자치시,24922,1141,2480,12.0,N,23.0,N,N,0.4,N,N,0.015,N,N,N,0.025,N,N,N,,N,N,0.003,N,N
201910,세종특별자치시,21917,1095,2470,17.0,N,32.0,N,N,0.5,N,Y,0.019,N,N,Y,0.021,N,N,N,,N,N,0.003,N,N
201911,세종특별자치시,20517,1054,2555,26.0,N,45.0,Y,N,0.5,N,Y,0.026,N,N,Y,0.016,N,N,N,,N,N,0.003,N,N
201912,세종특별자치시,22302,991,2383,32.0,N,46.0,Y,N,0.6,N,Y,0.029,N,N,Y,0.013,N,N,N,,N,N,0.003,N,N
202001,세종특별자치시,19726,1016,1902,31.0,N,47.0,Y,N,0.7,N,Y,0.027,N,N,Y,0.016,N,N,N,,N,N,0.003,N,N
202002,세종특별자치시,10811,1041,1067,28.0,N,43.0,Y,N,0.5,N,Y,0.024,N,N,Y,0.021,N,N,N,0.0364,N,Y,0.003,N,N
202003,세종특별자치시,7173,1212,744,23.0,N,47.0,Y,N,0.4,N,N,0.019,N,N,Y,0.032,Y,N,N,0.027,N,Y,0.003,N,N
202004,세종특별자치시,8454,1576,591,18.0,N,44.0,Y,N,0.4,N,N,0.014,N,N,N,0.042,Y,N,N,0.0523,N,Y,0.003,N,N
202005,세종특별자치시,14168,1579,798,14.0,N,34.0,N,N,0.5,N,Y,0.012,N,N,N,0.044,Y,N,N,0.1333,N,Y,0.003,N,N
202006,세종특별자치시,11431,1480,682,16.0,N,37.0,N,N,0.5,N,Y,0.012,N,N,N,0.05,Y,N,N,0.0457,N,Y,0.003,N,N
202007,세종특별자치시,9701,1391,633,9.0,N,17.0,N,N,0.5,N,Y,0.01,N,N,N,0.032,Y,N,N,0.0377,N,Y,0.002,N,N
202008,세종특별자치시,10194,1482,633,11.0,N,20.0,N,N,0.4,N,N,0.009,N,N,N,0.023,N,N,N,0.1804,N,Y,0.003,N,N
202009,세종특별자치시,16327,1567,849,10.0,N,20.0,N,N,0.4,N,N,0.012,N,N,N,0.032,Y,N,N,0.1364,N,Y,0.004,N,N
202010,세종특별자치시,17891,1633,1055,20.0,N,35.0,N,N,0.4,N,N,0.02,N,N,Y,0.024,N,N,N,0.0246,N,Y,0.004,N,N
202011,세종특별자치시,16162,1535,1096,25.0,N,40.0,N,N,0.5,N,Y,0.024,N,N,Y,0.019,N,N,N,0.0297,N,Y,0.004,N,N
202012,세종특별자치시,9084,1585,684,28.0,N,44.0,Y,N,0.6,N,Y,0.025,N,N,Y,0.016,N,N,N,0.0228,N,Y,0.004,N,N
202101,세종특별자치시,7242,1455,532,25.0,N,45.0,Y,N,0.6,N,Y,0.025,N,N,Y,0.018,N,N,N,0.1037,N,Y,0.004,N,N
202102,세종특별자치시,8723,1491,524,27.0,N,47.0,Y,N,0.5,N,Y,0.02,N,N,Y,0.03,Y,N,N,0.0133,N,N,0.004,N,N
202103,세종특별자치시,17283,1602,1072,27.0,N,67.0,Y,N,0.5,N,Y,0.02,N,N,Y,0.034,Y,N,N,0.019,N,N,0.004,N,N
202104,세종특별자치시,16295,1687,903,16.0,N,42.0,Y,N,0.4,N,N,0.015,N,N,N,0.045,Y,N,N,0.0101,N,N,0.004,N,N
202105,세종특별자치시,11611,1584,854,16.0,N,61.0,Y,N,0.4,N,N,0.012,N,N,N,0.042,Y,N,N,0.0104,N,N,0.003,N,N
202106,세종특별자치시,11069,1647,861,16.0,N,31.0,N,N,0.4,N,N,0.011,N,N,N,0.047,Y,N,N,0.0098,N,N,0.003,N,N
202107,세종특별자치시,8828,1695,607,9.0,N,20.0,N,N,0.4,N,N,0.009,N,N,N,0.034,Y,N,N,0.0037,N,N,0.003,N,N
202108,세종특별자치시,9943,1591,542,9.0,N,21.0,N,N,0.5,N,Y,0.01,N,N,N,0.033,Y,N,N,0.0051,N,N,0.003,N,N
202109,세종특별자치시,19256,1698,884,7.0,N,16.0,N,N,0.5,N,Y,0.01,N,N,N,0.031,Y,N,N,0.0097,N,N,0.003,N,N
202110,세종특별자치시,18398,1616,1612,15.0,N,29.0,N,N,0.4,N,N,0.016,N,N,N,0.024,N,N,N,0.0041,N,N,0.003,N,N
202111,세종특별자치시,22207,1686,1698,24.0,N,44.0,Y,N,0.5,N,Y,0.021,N,N,Y,0.021,N,N,N,0.0126,N,N,0.003,N,N
202112,세종특별자치시,11281,1743,974,26.0,N,43.0,Y,N,0.6,N,Y,0.024,N,N,Y,0.017,N,N,N,0.0143,N,N,0.003,N,N
202201,세종특별자치시,13610,1871,1476,30.0,N,47.0,Y,N,0.7,N,Y,0.025,N,N,Y,0.02,N,N,N,0.0168,N,N,0.003,N,N
202202,세종특별자치시,14567,1534,782,27.0,N,43.0,Y,N,0.5,N,Y,0.02,N,N,Y,0.032,Y,N,N,0.0153,N,N,0.003,N,N
202203,세종특별자치시,24201,1554,1083,24.0,N,46.0,Y,N,0.4,N,N,0.018,N,N,N,0.036,Y,N,N,0.0135,N,N,0.003,N,N
202204,세종특별자치시,19753,1966,1243,17.0,N,40.0,N,N,0.4,N,N,0.015,N,N,N,0.047,Y,N,N,0.0097,N,N,0.003,N,N
202205,세종특별자치시,13053,1924,1239,14.0,N,31.0,N,N,0.4,N,N,0.011,N,N,N,0.054,Y,N,N,0.0086,N,N,0.003,N,N
202206,세종특별자치시,11607,1786,1520,10.0,N,22.0,N,N,0.3,N,N,0.009,N,N,N,0.044,Y,N,N,0.0058,N,N,0.003,N,N
202207,세종특별자치시,15709,1819,1476,12.0,N,24.0,N,N,0.4,N,N,0.009,N,N,N,0.035,Y,N,N,0.0059,N,N,0.002,N,N
202208,세종특별자치시,16729,1969,1363,8.0,N,18.0,N,N,0.4,N,N,0.009,N,N,N,0.026,N,N,N,0.005,N,N,0.003,N,N
202209,세종특별자치시,22561,1973,2002,10.0,N,21.0,N,N,0.4,N,N,0.012,N,N,N,0.029,Y,N,N,0.0069,N,N,0.003,N,N
202210,세종특별자치시,21079,1800,1763,15.0,N,28.0,N,N,0.4,N,N,0.016,N,N,N,0.023,N,N,N,0.0093,N,N,0.003,N,N
202211,세종특별자치시,19193,1671,1449,25.0,N,45.0,Y,N,0.5,N,Y,0.023,N,N,Y,0.018,N,N,N,0.0119,N,N,0.003,N,N
202212,세종특별자치시,21345,1765,1528,23.0,N,40.0,N,N,0.6,N,Y,0.021,N,N,Y,0.016,N,N,N,0.0115,N,N,0.003,N,N
201501,경기도,494796,38143,69313,30.25,N,59.29,Y,N,0.729,N,Y,0.032,N,Y,Y,0.0133,N,N,N,0.0657,N,Y,0.007,N,Y
201502,경기도,544273,35155,72573,36.5,Y,89.65,Y,Y,0.7,N,Y,0.029,N,N,Y,0.0196,N,N,N,0.055,N,Y,0.006,N,Y
201503,경기도,651998,43520,83614,34.0,N,79.77,Y,N,0.594,N,Y,0.033,N,Y,Y,0.0254,N,N,N,0.0563,N,Y,0.006,N,Y
201504,경기도,578358,40474,82131,23.43,N,51.1,Y,N,0.474,N,Y,0.026,N,N,Y,0.0314,Y,N,N,0.0538,N,Y,0.005,N,Y
201505,경기도,443749,46821,70663,23.62,N,52.13,Y,N,0.419,N,N,0.025,N,N,Y,0.0389,Y,N,N,0.0349,N,Y,0.005,N,Y
201506,경기도,280786,35729,43053,20.14,N,40.42,N,N,0.403,N,N,0.021,N,N,Y,0.0431,Y,N,N,0.034,N,Y,0.004,N,N
201507,경기도,309930,45818,45976,18.29,N,34.52,N,N,0.36,N,N,0.017,N,N,N,0.0315,Y,N,N,0.0188,N,N,0.004,N,N
201508,경기도,441790,47356,61489,21.71,N,38.27,N,N,0.407,N,N,0.018,N,N,N,0.0313,Y,N,N,0.0345,N,Y,0.004,N,N
201509,경기도,772488,39212,81227,16.57,N,32.55,N,N,0.416,N,N,0.021,N,N,Y,0.0271,N,N,N,0.0184,N,N,0.004,N,N
201510,경기도,587548,36100,77478,25.33,N,52.21,Y,N,0.53,N,Y,0.029,N,N,Y,0.0209,N,N,N,0.0382,N,Y,0.004,N,N
201511,경기도,597027,34078,82650,25.4,N,40.04,N,N,0.553,N,Y,0.027,N,N,Y,0.0145,N,N,N,0.0236,N,Y,0.004,N,N
201512,경기도,692375,38542,97561,35.6,Y,60.83,Y,N,0.73,N,Y,0.033,N,Y,Y,0.0102,N,N,N,0.0475,N,Y,0.005,N,Y
201601,경기도,578095,38830,71552,32.8,N,59.26,Y,N,0.677,N,Y,0.03,N,N,Y,0.0143,N,N,N,0.0427,N,Y,0.006,N,Y
201602,경기도,604696,36136,81232,27.91,N,52.71,Y,N,0.606,N,Y,0.027,N,N,Y,0.0193,N,N,N,0.0392,N,Y,0.005,N,Y
201603,경기도,654613,40670,84809,35.91,Y,70.65,Y,N,0.542,N,Y,0.03,N,N,Y,0.0257,N,N,N,0.0382,N,Y,0.005,N,Y
201604,경기도,588238,40319,81937,32.67,N,75.42,Y,N,0.497,N,Y,0.027,N,N,Y,0.0335,Y,N,N,0.0369,N,Y,0.005,N,Y
201605,경기도,463102,45069,70314,28.75,N,57.6,Y,N,0.437,N,N,0.023,N,N,Y,0.0414,Y,N,N,0.0351,N,Y,0.004,N,N
201606,경기도,359499,42388,50682,24.67,N,44.87,Y,N,0.423,N,N,0.021,N,N,Y,0.0401,Y,N,N,0.05,N,Y,0.004,N,N
201607,경기도,374786,45205,48213,18.93,N,31.87,N,N,0.39,N,N,0.017,N,N,N,0.0276,N,N,N,0.0334,N,Y,0.004,N,N
201608,경기도,460624,49267,58785,19.79,N,34.13,N,N,0.397,N,N,0.018,N,N,N,0.0319,Y,N,N,0.0421,N,Y,0.004,N,N
201609,경기도,698217,38094,70659,23.44,N,40.07,N,N,0.429,N,N,0.021,N,N,Y,0.0277,N,N,N,0.045,N,Y,0.003,N,N
201610,경기도,650760,35484,74402,22.78,N,43.46,Y,N,0.477,N,Y,0.024,N,N,Y,0.0184,N,N,N,0.0426,N,Y,0.003,N,N
201611,경기도,673293,36534,85863,34.22,N,62.13,Y,N,0.594,N,Y,0.03,N,N,Y,0.0147,N,N,N,0.0186,N,N,0.005,N,Y
201612,경기도,831780,33863,97343,34.32,N,57.16,Y,N,0.665,N,Y,0.031,N,Y,Y,0.011,N,N,N,0.0233,N,Y,0.005,N,Y
201701,경기도,463255,35864,59124,38.38,Y,64.58,Y,N,0.681,N,Y,0.031,N,Y,Y,0.0311,Y,N,N,0.0372,N,Y,0.005,N,Y
201702,경기도,487501,36839,57290,33.14,N,57.0,Y,N,0.623,N,Y,0.03,N,N,Y,0.0198,N,N,N,0.0372,N,Y,0.005,N,Y
201703,경기도,713291,40280,74539,42.87,Y,71.16,Y,N,0.574,N,Y,0.032,N,Y,Y,0.0319,Y,N,N,0.0396,N,Y,0.005,N,Y
201704,경기도,647849,39867,73662,29.35,N,63.71,Y,N,0.465,N,N,0.025,N,N,Y,0.0361,Y,N,N,0.0272,N,Y,0.005,N,Y
201705,경기도,495988,47048,64595,26.97,N,69.19,Y,N,0.413,N,N,0.023,N,N,Y,0.0405,Y,N,N,0.031,N,Y,0.005,N,Y
201706,경기도,384064,42667,48818,22.71,N,44.32,Y,N,0.39,N,N,0.019,N,N,Y,0.0425,Y,N,N,0.0248,N,Y,0.004,N,N
201707,경기도,369741,47462,45185,20.14,N,36.8,N,N,0.403,N,N,0.017,N,N,N,0.0303,Y,N,N,0.0315,N,Y,0.004,N,N
201708,경기도,514054,46910,48195,10.75,N,25.38,N,N,0.376,N,N,0.016,N,N,N,0.0248,N,N,N,0.0076,N,N,0.003,N,N
201709,경기도,801290,42066,67216,20.35,N,40.3,N,N,0.443,N,N,0.022,N,N,Y,0.0255,N,N,N,0.0302,N,Y,0.004,N,N
201710,경기도,562633,36234,61205,18.25,N,36.71,N,N,0.419,N,N,0.023,N,N,Y,0.0191,N,N,N,0.0258,N,Y,0.004,N,N
201711,경기도,728303,37703,76796,29.48,N,53.0,Y,N,0.523,N,Y,0.029,N,N,Y,0.0143,N,N,N,0.0371,N,Y,0.004,N,N
201712,경기도,822424,35296,80619,35.94,Y,55.76,Y,N,0.623,N,Y,0.031,N,Y,Y,0.0116,N,N,N,0.0369,N,Y,0.005,N,Y
201801,경기도,740330,37906,74102,37.34,Y,57.3,Y,N,0.648,N,Y,0.031,N,Y,Y,0.0144,N,N,N,0.0342,N,Y,0.005,N,Y
201802,경기도,457908,35533,51426,33.06,N,56.58,Y,N,0.594,N,Y,0.03,N,N,Y,0.0202,N,N,N,0.039,N,Y,0.005,N,Y
201803,경기도,640839,40451,68637,37.0,Y,56.61,Y,N,0.5,N,Y,0.026,N,N,Y,0.0288,Y,N,N,0.0278,N,Y,0.004,N,N
201804,경기도,659181,43648,76807,26.74,N,55.77,Y,N,0.417,N,N,0.023,N,N,Y,0.0346,Y,N,N,0.0254,N,Y,0.004,N,N
201805,경기도,510197,45662,67980,22.63,N,44.0,Y,N,0.397,N,N,0.019,N,N,Y,0.0374,Y,N,N,0.034,N,Y,0.003,N,N
201806,경기도,383330,45376,50058,23.28,N,38.13,N,N,0.371,N,N,0.018,N,N,N,0.0386,Y,N,N,0.0165,N,N,0.003,N,N
201807,경기도,364619,50303,44020,14.07,N,25.63,N,N,0.323,N,N,0.014,N,N,N,0.0256,N,N,N,0.0159,N,N,0.003,N,N
201808,경기도,389561,46119,45818,11.0,N,24.1,N,N,0.357,N,N,0.013,N,N,N,0.0301,Y,N,N,0.0078,N,N,0.003,N,N
201809,경기도,812648,39338,68088,12.07,N,23.74,N,N,0.368,N,N,0.015,N,N,N,0.026,N,N,N,0.0076,N,N,0.003,N,N
201810,경기도,718936,40091,74404,18.68,N,34.03,N,N,0.443,N,N,0.023,N,N,Y,0.0183,N,N,N,0.0452,N,Y,0.003,N,N
201811,경기도,713080,36662,82395,35.29,Y,60.77,Y,N,0.613,N,Y,0.033,N,Y,Y,0.0125,N,N,N,0.0385,N,Y,0.004,N,N
201812,경기도,754162,38546,83372,28.78,N,49.9,Y,N,0.616,N,Y,0.031,N,Y,Y,0.0127,N,N,N,0.0378,N,Y,0.004,N,N
201901,경기도,521892,41132,58231,42.0,Y,73.23,Y,N,0.729,N,Y,0.034,N,Y,Y,0.0133,N,N,N,0.0554,N,Y,0.005,N,Y
201902,경기도,434311,37328,46819,38.06,Y,61.43,Y,N,0.629,N,Y,0.03,N,N,Y,0.0197,N,N,N,0.0397,N,Y,0.004,N,N
201903,경기도,707823,40713,66422,46.53,Y,71.58,Y,N,0.581,N,Y,0.027,N,N,Y,0.0302,Y,N,N,0.0329,N,Y,0.004,N,N
201904,경기도,728253,43932,75385,20.44,N,44.16,Y,N,0.435,N,N,0.022,N,N,Y,0.0332,Y,N,N,0.0226,N,Y,0.003,N,N
201905,경기도,578045,50371,73476,27.22,N,54.94,Y,N,0.471,N,Y,0.021,N,N,Y,0.0488,Y,N,N,0.0456,N,Y,0.004,N,N
201906,경기도,380619,42401,48986,18.26,N,31.07,N,N,0.4,N,N,0.016,N,N,N,0.0429,Y,N,N,0.05,N,Y,0.003,N,N
201907,경기도,401110,49914,47724,17.13,N,28.61,N,N,0.387,N,N,0.014,N,N,N,0.0349,Y,N,N,0.0436,N,Y,0.003,N,N
201908,경기도,445094,50529,46696,15.0,N,27.73,N,N,0.413,N,N,0.014,N,N,N,0.0331,Y,N,N,0.0114,N,N,0.003,N,N
201909,경기도,792694,43974,67860,11.97,N,24.52,N,N,0.394,N,N,0.016,N,N,N,0.0244,N,N,N,0.0092,N,N,0.003,N,N
201910,경기도,725824,42527,72968,16.32,N,35.55,N,N,0.419,N,N,0.02,N,N,Y,0.0214,N,N,N,0.0225,N,Y,0.003,N,N
201911,경기도,677515,40395,73392,22.78,N,46.27,Y,N,0.542,N,Y,0.028,N,N,Y,0.0144,N,N,N,0.0438,N,Y,0.003,N,N
201912,경기도,752150,39777,78565,30.84,N,46.3,Y,N,0.61,N,Y,0.03,N,N,Y,0.012,N,N,N,0.0283,N,Y,0.004,N,N
202001,경기도,670669,40327,66890,30.97,N,46.42,Y,N,0.632,N,Y,0.029,N,N,Y,0.0158,N,N,N,0.0452,N,Y,0.004,N,N
202002,경기도,346995,35774,39181,28.34,N,43.16,Y,N,0.529,N,Y,0.026,N,N,Y,0.0211,N,N,N,0.0359,N,Y,0.003,N,N
202003,경기도,242441,39971,29489,25.22,N,48.23,Y,N,0.452,N,N,0.022,N,N,Y,0.0299,Y,N,N,0.0273,N,Y,0.003,N,N
202004,경기도,253282,45259,26328,19.88,N,46.87,Y,N,0.397,N,N,0.017,N,N,N,0.0396,Y,N,N,0.021,N,N,0.003,N,N
202005,경기도,389114,50410,32511,18.41,N,36.77,N,N,0.4,N,N,0.015,N,N,N,0.0388,Y,N,N,0.0104,N,N,0.003,N,N
202006,경기도,290497,51307,26844,20.78,N,39.94,N,N,0.419,N,N,0.014,N,N,N,0.0473,Y,N,N,0.0205,N,N,0.003,N,N
202007,경기도,265883,46307,24919,12.53,N,22.23,N,N,0.4,N,N,0.012,N,N,N,0.0319,Y,N,N,0.0185,N,N,0.003,N,N
202008,경기도,252269,48812,23073,12.42,N,22.93,N,N,0.339,N,N,0.01,N,N,N,0.0228,N,N,N,0.0077,N,N,0.003,N,N
202009,경기도,460680,49817,31020,10.94,N,21.52,N,N,0.377,N,N,0.013,N,N,N,0.0286,N,N,N,0.0168,N,N,0.003,N,N
202010,경기도,429016,46835,31887,18.25,N,37.45,N,N,0.458,N,N,0.021,N,N,Y,0.0223,N,N,N,0.0376,N,Y,0.003,N,N
202011,경기도,420321,40524,32853,24.91,N,44.35,Y,N,0.523,N,Y,0.026,N,N,Y,0.0165,N,N,N,0.0375,N,Y,0.003,N,N
202012,경기도,245860,42806,24390,28.66,N,45.65,Y,N,0.571,N,Y,0.027,N,N,Y,0.0148,N,N,N,0.0244,N,Y,0.004,N,N
202101,경기도,192692,39529,19830,22.06,N,41.33,N,N,0.55,N,Y,0.025,N,N,Y,0.0165,N,N,N,0.0304,N,Y,0.003,N,N
202102,경기도,229200,40195,20356,30.0,N,51.16,Y,N,0.529,N,Y,0.024,N,N,Y,0.0244,N,N,N,0.0263,N,Y,0.004,N,N
202103,경기도,462138,45962,31648,32.5,N,70.32,Y,N,0.497,N,Y,0.024,N,N,Y,0.0296,Y,N,N,0.0478,N,Y,0.003,N,N
202104,경기도,470985,49274,35291,18.39,N,45.67,Y,N,0.383,N,N,0.018,N,N,N,0.0403,Y,N,N,0.0334,N,Y,0.003,N,N
202105,경기도,303718,45137,29599,20.44,N,62.87,Y,N,0.384,N,N,0.014,N,N,N,0.0392,Y,N,N,0.0223,N,Y,0.003,N,N
202106,경기도,272110,49313,25350,20.12,N,36.03,N,N,0.413,N,N,0.014,N,N,N,0.0425,Y,N,N,0.0214,N,N,0.003,N,N
202107,경기도,226531,52400,19517,14.13,N,25.5,N,N,0.355,N,N,0.011,N,N,N,0.0365,Y,N,N,0.0085,N,N,0.003,N,N
202108,경기도,247157,49021,20641,12.25,N,23.94,N,N,0.397,N,N,0.011,N,N,N,0.0321,Y,N,N,0.0104,N,N,0.003,N,N
202109,경기도,527567,48981,29804,7.47,N,17.04,N,N,0.397,N,N,0.011,N,N,N,0.0299,Y,N,N,0.0107,N,N,0.003,N,N
202110,경기도,474753,48404,35900,14.46,N,29.88,N,N,0.421,N,N,0.018,N,N,N,0.0221,N,N,N,0.0133,N,N,0.003,N,N
202111,경기도,582138,43184,46151,27.17,N,47.36,Y,N,0.521,N,Y,0.025,N,N,Y,0.0182,N,N,N,0.0132,N,N,0.003,N,N
202112,경기도,374798,44605,33654,24.19,N,40.61,N,N,0.548,N,Y,0.025,N,N,Y,0.0145,N,N,N,0.0333,N,Y,0.003,N,N
202201,경기도,365642,45401,34648,30.35,N,45.6,Y,N,0.58,N,Y,0.028,N,N,Y,0.0164,N,N,N,0.0329,N,Y,0.003,N,N
202202,경기도,447683,41034,29945,26.45,N,41.63,N,N,0.467,N,Y,0.022,N,N,Y,0.0272,N,N,N,0.0363,N,Y,0.003,N,N
202203,경기도,671113,40071,41880,23.48,N,45.1,Y,N,0.421,N,N,0.021,N,N,Y,0.0291,Y,N,N,0.0316,N,Y,0.002,N,N
202204,경기도,535281,50672,45170,21.78,N,46.69,Y,N,0.353,N,N,0.016,N,N,N,0.0428,Y,N,N,0.011,N,N,0.002,N,N
202205,경기도,381107,49696,38103,17.12,N,34.93,N,N,0.317,N,N,0.013,N,N,N,0.0486,Y,N,N,0.0181,N,N,0.002,N,N
202206,경기도,325220,43892,35764,12.56,N,22.97,N,N,0.287,N,N,0.01,N,N,N,0.0378,Y,N,N,0.0079,N,N,0.002,N,N
202207,경기도,417556,48879,33667,14.31,N,24.17,N,N,0.328,N,N,0.01,N,N,N,0.0356,Y,N,N,0.0083,N,N,0.002,N,N
202208,경기도,446924,49482,34797,10.12,N,20.03,N,N,0.314,N,N,0.01,N,N,N,0.0304,Y,N,N,0.0161,N,N,0.002,N,N
